#FamilyID	PX439<0>	PX356<1>	CBRIG<2>	CNIGO<3>	PX506<4>	<5>	CSINI<6>	<7>	<8>	CLATE<9>	JU1373<10>	NIC58<11>	<12>	<13>	<14>	<15>	CINOP<16>	CELEG<17>	<18>	<19>	<20>	
OG0000043	0.656159	0.656159	0.437546	0.0987286	0.743621	0.656159	0.126775	0.772666	0.656159	0.795906	0.318401	0.706274	0.00906407	0.795906	0.368531	8.77744e-08	0.706818	0.317082	0.683356	0.0456483	N/A
OG0000046	0.636168	0.636168	0.321268	0.145386	0.0229546	0.636168	0.0100753	0.705899	0.636168	0.226692	0.795703	0.795703	0.705899	0.207446	0.504373	0.759646	5.88234e-06	0.242896	0.437125	0.372815	N/A
OG0000047	0.533048	0.000165258	0.452567	0.00229608	1.35063e-05	3.6676e-10	0.374856	0.22746	0.614122	0.385302	0.831388	0.831388	0.000655398	0.00825396	0.831663	0.785248	4.42884e-11	0.125825	0.785248	0.606055	N/A
OG0000049	1.44839e-06	0.636168	2.0195e-12	1.18371e-40	0.00865779	5.90134e-06	0.283065	0.160046	0.589777	1.20166e-06	0.570048	0.103751	0.00223573	0.35489	9.4896e-06	0.144458	0.796194	0.257962	0.70648	0.796194	N/A
OG0000051	0.161465	0.71958	0.0059713	0.0166576	0.801829	0.154167	0.342459	0.636199	0.0033209	0.828385	0.625739	0.625739	0.636199	2.18998e-12	0.260024	0.0133279	0.133286	0.590357	0.625894	0.0174612	N/A
OG0000052	0.139274	0.698517	0.674349	0.000134553	0.25169	0.698517	0.000264229	0.0992115	5.12789e-11	0.0388807	0.5	0.5	0.656193	0.00428565	2.95217e-06	0.121775	2.32392e-10	5.25987e-06	0.683356	0.773552	N/A
OG0000053	0.0760363	0.0051433	3.6598e-08	5.03799e-11	0.705899	0.625417	0.0491959	0.754135	0.625417	3.48265e-05	0.795703	0.795703	0.00573615	0.437125	0.504373	0.207446	6.23569e-10	1.004e-07	0.759646	0.840454	N/A
OG0000054	0.191948	0.0760363	0.385735	0.00906407	0.705899	0.625417	0.819016	0.174319	0.625417	7.13195e-07	0.503784	0.809566	0.0458879	0.759646	0.809873	0.759646	0.00326875	0.320849	0.759646	0.565509	N/A
OG0000055	0.0253558	0.516953	0.705899	6.32546e-08	0.0668413	1.24261e-05	3.33844e-11	0.344398	0.562856	0.00038529	0.847633	0.122209	0.145386	3.48265e-05	0.036798	0.437125	4.42884e-11	1.01836e-07	0.773236	0.850287	N/A
OG0000058	0.533048	9.74049e-06	6.38746e-16	2.40665e-52	0.0943472	0.533048	0.0833315	0.174319	0.533048	0.0016692	0.809566	0.0736603	0.000134553	3.42574e-06	0.105329	0.726615	0.133286	0.590357	0.033659	0.00024182	N/A
OG0000059	0.191948	0.0760363	5.89225e-13	3.40705e-05	0.145386	0.625417	0.00061882	0.719617	0.625417	0.412576	0.188971	0.188971	0.145386	0.759646	3.44447e-06	0.187322	6.86467e-06	0.0200075	0.744211	0.828616	N/A
OG0000060	0.00092548	0.208974	0.269208	0.674349	0.054268	0.636168	0.237305	0.29627	0.011413	3.66469e-09	0.821325	0.821325	0.69086	0.744211	0.125909	0.744211	0.00326875	0.828616	0.744211	0.828616	N/A
OG0000061	0.548334	0.548334	0.0117373	3.12317e-17	0.00630073	0.548334	0.000264229	0.0992115	0.548334	0.00446625	0.887755	0.000170399	0.656193	0.00146219	1.47047e-09	0.000666104	0.000511564	4.42884e-11	0.773236	0.850287	N/A
OG0000062	0.0192731	0.0463216	0.636199	0.0166576	3.63753e-07	0.705862	1.53921e-06	0.636199	0.00280037	0.821514	0.570048	0.103751	0.239865	1.19361e-09	0.0100149	0.000652707	0.139694	0.0174612	0.625894	0.706818	N/A
OG0000066	1.02696e-10	0.602254	0.174319	0.365835	0.11495	0.602254	0.000886411	0.732151	0.602254	0.00233571	0.779215	0.779215	0.00320212	0.385302	0.477472	0.744211	0.000196659	0.00763738	0.744211	0.828616	N/A
OG0000068	2.89488e-05	0.576658	0.160046	1.42175e-07	7.84675e-05	0.136254	0.00061882	0.719617	0.589777	8.58554e-05	0.503784	0.284657	0.145386	0.00480826	0.809873	0.759646	3.87072e-08	3.63193e-06	0.759646	0.840454	N/A
OG0000069	0.674313	0.030673	0.00194817	0.5898	0.404238	0.108347	0.157435	0.0059713	0.665453	0.0702807	0.706274	0.318401	0.239865	2.08451e-07	0.70662	0.0227384	0.00711072	0.657014	0.656708	0.0306158	N/A
OG0000071	5.26938e-08	0.208974	0.533057	0.0493035	0.0229546	0.636168	2.83003e-33	2.05208e-10	0.636168	0.0989869	0.625739	0.625739	0.69086	0.0717288	0.260024	2.70748e-06	0.00711072	0.657014	0.625894	0.317082	N/A
OG0000072	0.562856	0.000928062	0.5	0.5	2.19058e-13	0.562856	2.61187e-50	7.36151e-07	0.562856	3.99235e-06	0.670321	0.670321	0.61415	0.656708	0.670642	0.074258	0.657014	0.00711072	0.625894	0.317082	N/A
OG0000073	1.07126e-13	2.03579e-11	2.03061e-12	3.81588e-09	1.63047e-05	0.589777	0.107664	0.69086	0.155629	0.16632	0.706274	0.0180086	0.11495	0.726615	0.00699184	0.726615	1.5084e-07	5.53009e-08	0.726615	0.81415	N/A
OG0000075	0.533048	0.000165258	0.188197	0.0317467	2.29251e-06	0.000928062	1.13478e-09	0.743621	0.562856	3.99235e-06	0.284657	0.809566	0.000215367	0.000279785	0.26034	0.744211	0.0174612	0.706818	0.16632	0.00206569	N/A
OG0000076	0.5	0.5	0.533057	0.000564602	0.5	0.5	0.0936051	0.533057	0.5	0.5	0.188971	0.0723854	0.533057	0.0722051	0.626005	0.13534	1.22521e-78	6.23569e-10	0.00833621	0.000212425	N/A
OG0000077	0.516953	0.0253558	0.365835	3.75574e-06	0.000881017	3.67599e-07	0.808289	0.160046	0.576658	0.282621	0.795703	0.476872	0.0378379	0.00344958	0.796026	0.744211	0.0200075	0.041388	0.744211	0.828616	N/A
OG0000079	0.011413	0.00405883	0.404238	3.17481e-10	0.0378379	0.614122	0.00511192	1.26852e-06	0.059443	0.35489	0.735493	0.735493	0.674349	0.726615	0.410566	0.144458	0.773552	0.773552	0.70648	0.475556	N/A
OG0000081	1.92843e-06	0.602254	0.145386	0.321268	0.0302092	0.602254	0.0228717	0.705899	0.602254	0.000162957	0.445896	0.445896	0.130349	0.385302	0.477472	0.744211	0.00326875	1.74268e-07	0.744211	0.828616	N/A
OG0000082	0.562856	0.562856	0.0413216	9.92343e-07	0.636199	0.11601	0.000347324	0.763788	0.576658	0.282621	0.141818	0.318401	7.77102e-10	0.320854	0.368531	0.121775	0.0174612	0.706818	0.683356	0.0456483	N/A
OG0000083	0.0760363	0.625417	0.000145836	0.054268	0.705899	0.625417	0.0726331	0.719617	0.625417	0.759646	0.809566	0.0736603	0.145386	0.759646	0.809873	0.759646	0.133286	0.590357	0.0584522	3.10766e-06	N/A
OG0000084	0.562856	0.562856	0.130349	0.29627	0.636199	0.11601	0.0174941	0.69086	0.576658	0.282621	0.00992217	0.795703	0.69086	0.00344958	0.796026	0.744211	0.828616	0.0934699	0.744211	0.828616	N/A
OG0000086	0.17418	5.83007e-13	0.0493035	0.533057	0.000726321	0.059443	0.000161696	8.00743e-09	0.602254	0.16632	0.000422848	0.0619029	0.674349	0.726615	0.233641	0.726615	0.00120592	0.706818	0.144458	0.00966498	N/A
OG0000087	0.0235707	0.656159	7.11641e-06	0.636199	0.385735	0.656159	0.00225239	0.00109961	0.656159	0.0232253	0.318401	0.706274	0.69086	0.000885447	0.368531	0.00263604	0.133286	0.590357	0.0983398	0.0030204	N/A
OG0000089	0.562856	1.24261e-05	0.754135	0.754135	0.61415	0.562856	0.303849	0.0628994	0.562856	0.00833621	0.367939	0.735493	4.32781e-06	0.0186893	0.410566	0.70648	0.475556	0.00047439	0.70648	0.796194	N/A
OG0000090	0.0253558	0.00854688	0.135562	0.0502964	0.0493035	0.516953	0.00141129	0.5898	0.516953	0.0722051	0.5	0.5	0.5898	0.00446625	0.000494605	0.625894	6.60775e-61	9.92899e-09	0.239514	0.000966677	N/A
OG0000091	4.95685e-12	8.13648e-09	0.5	0.5	1.77381e-22	0.665453	0.61454	0.00070373	1.70594e-10	0.320854	0.5	0.5	0.562873	1.41287e-05	0.103995	0.024833	0.133286	0.590357	0.54855	0.590357	N/A
OG0000092	0.516953	0.00854688	0.000108325	3.92791e-16	0.0493035	0.516953	0.691386	0.61415	0.516953	0.0722051	0.259523	0.670321	0.61415	0.00038529	0.318962	0.656708	4.23414e-48	5.53009e-08	0.282621	0.0976971	N/A
OG0000095	0.576658	0.04262	0.344398	0.000471097	0.636199	0.576658	0.795859	0.145386	0.576658	0.683356	0.759433	0.759433	0.0302092	0.0249087	0.446502	0.726615	0.151141	0.0774618	0.726615	0.81415	N/A
OG0000097	9.54546e-12	9.11748e-07	0.00109961	0.130349	0.0458879	0.625417	0.237305	0.69086	0.625417	0.412576	0.233144	0.049803	0.69086	0.187322	0.779553	0.16632	0.00711072	0.657014	0.144458	0.00119268	N/A
OG0000100	0.5	0.5	2.1995e-09	9.65305e-106	0.5	0.5	0.691386	0.0110003	0.5	0.5	0.5	0.5	1.89834e-05	0.0722051	0.103995	0.54855	0.590357	0.133286	0.54855	0.590357	N/A
OG0000101	0.516953	0.516953	0.562873	0.0943472	2.682e-23	2.00202e-17	0.61454	0.562873	0.646406	7.53813e-06	0.188971	0.625739	0.135562	7.07687e-10	0.626005	0.0496838	0.00711072	0.657014	0.590147	0.657014	N/A
OG0000102	0.0253558	0.516953	0.5	0.5	0.0493035	0.516953	0.0324817	0.0493035	0.516953	0.0722051	0.5	0.5	0.533057	0.54855	0.103995	0.54855	1.07072e-75	5.53009e-08	0.00446625	0.000440862	N/A
OG0000103	0.000928062	0.562856	0.61415	0.61415	0.0831625	0.11601	0.000161696	0.000726321	0.576658	0.000818267	0.0978231	0.831388	0.674349	0.0249087	0.0739434	0.0388807	3.87072e-08	3.63193e-06	0.759646	0.840454	N/A
OG0000106	0.0727226	0.548334	0.00865779	0.0992115	7.21019e-13	0.00151869	0.000891085	0.656193	0.576658	0.000818267	0.0166631	0.779215	0.656193	0.320854	0.205049	0.70648	0.00120592	0.706818	0.121775	0.0456483	N/A
OG0000107	0.000145664	0.614122	0.00573615	8.10919e-06	0.0378379	0.614122	0.00452364	0.719617	0.614122	0.000279785	0.445896	0.233144	0.0378379	0.744211	0.779553	0.16632	0.317082	0.706818	0.144458	0.00966498	N/A
OG0000111	0.589777	0.589777	0.656193	1.63047e-05	0.0992115	0.589777	0.00146737	0.269208	0.589777	0.00146219	0.779215	0.779215	0.674349	0.35489	0.779553	0.726615	5.53009e-08	1.6682e-09	0.726615	0.81415	N/A
OG0000113	0.5	0.5	3.81481e-17	3.75574e-06	0.5	0.5	8.26583e-18	0.732151	0.5	0.5	0.174138	7.87644e-05	1.63126e-07	3.16378e-07	0.735846	0.683356	8.06712e-07	5.25987e-06	0.683356	0.773552	N/A
OG0000114	0.00308964	0.602254	0.656193	0.00865779	0.11495	0.602254	0.212206	0.269208	0.602254	0.0249087	0.759433	0.40996	0.674349	0.726615	0.446502	0.726615	0.81415	0.2909	0.726615	0.81415	N/A
OG0000116	9.36927e-05	0.602254	0.135562	0.5898	0.130349	0.17418	0.0893239	3.23303e-05	0.614122	0.744211	0.831388	0.329307	0.29627	0.744211	0.0227644	0.744211	3.9941e-05	0.257962	0.16632	0.510746	N/A
OG0000117	0.155629	0.602254	0.130349	0.69086	0.674349	0.602254	7.44157e-09	0.11495	0.602254	0.726615	0.795703	0.259808	0.674349	0.726615	0.233641	0.726615	0.0144194	0.0774618	0.726615	0.81415	N/A
OG0000120	0.589777	0.00224109	0.743621	0.743621	0.0231081	0.589777	0.781358	0.000215367	0.589777	0.00146219	0.706274	0.706274	0.0231081	0.70648	0.0384504	0.70648	0.00119268	0.0222715	0.70648	0.796194	N/A
OG0000121	0.0171044	0.636168	8.00743e-09	0.000134553	0.0151706	0.011413	0.764321	0.674349	0.614122	0.744211	0.367939	0.735493	0.674349	0.16632	0.410566	0.144458	0.00120592	0.706818	0.121775	0.0456483	N/A
OG0000123	9.74049e-06	0.533048	3.35112e-08	0.0166576	0.0493035	0.00854688	3.29356e-12	0.636199	0.516953	0.0722051	0.5	0.5	7.21497e-05	0.13534	0.00391653	0.590147	0.00711072	0.0207351	0.590147	0.657014	N/A
OG0000125	0.548334	0.548334	0.130349	5.75842e-05	0.0668413	0.0948492	0.00225239	0.69086	0.562856	3.99235e-06	0.503784	0.0293162	0.11495	0.00233571	0.26034	0.385302	0.000196659	0.041388	0.744211	0.828616	N/A
OG0000128	0.136254	0.589777	0.173331	0.61415	0.0231081	0.589777	0.00873409	0.00865779	0.589777	0.00146219	0.0736603	0.809566	0.656193	0.70648	0.0115944	0.70648	0.00584291	0.773552	0.70648	0.475556	N/A
OG0000129	0.059443	0.602254	0.000442411	0.656193	0.674349	0.602254	0.00146737	0.269208	0.602254	0.000162957	0.821325	0.307787	0.674349	0.726615	0.0167642	0.726615	0.00711072	0.657014	0.144458	0.00119268	N/A
OG0000132	0.636168	0.636168	0.000726321	0.11495	0.719617	0.636168	0.764321	0.674349	0.0760363	0.759646	0.570048	0.570048	0.674349	0.0584522	0.0100149	3.91162e-05	0.00711072	0.657014	0.625894	0.317082	N/A
OG0000133	0.614122	0.614122	0.705899	0.0458879	0.69086	0.614122	6.80374e-07	0.0302092	0.614122	0.744211	0.759433	0.759433	0.674349	0.16632	0.759782	0.144458	3.9941e-05	0.796194	0.70648	0.796194	N/A
OG0000135	0.576658	0.04262	0.533057	0.0493035	0.636199	0.576658	0.656672	0.00194817	0.576658	0.121775	0.103751	0.570048	0.173331	0.0983398	0.0013115	0.656708	7.01745e-32	0.00326875	0.282621	0.0145431	N/A
OG0000137	0.0727226	0.548334	0.674349	3.23303e-05	0.0110003	0.0948492	2.4852e-07	0.674349	0.562856	0.00038529	0.779215	0.779215	0.674349	0.00233571	0.779553	0.726615	0.00966498	0.257962	0.726615	0.510746	N/A
OG0000138	0.155629	0.602254	0.5898	3.54113e-05	0.11495	0.602254	0.185579	0.000442411	0.602254	0.0249087	0.779215	0.779215	0.269208	0.726615	0.779553	0.726615	0.81415	0.81415	0.726615	0.81415	N/A
OG0000141	0.562856	1.15958e-07	0.674349	0.269208	0.656193	0.00224109	0.0127568	0.674349	0.589777	0.70648	0.735493	0.735493	0.0992115	0.70648	0.410566	0.70648	0.00119268	0.257962	0.70648	0.796194	N/A
OG0000144	1.24261e-05	0.562856	0.000471097	0.344398	0.61415	0.562856	0.260907	0.145386	0.562856	0.00833621	0.706274	0.706274	4.20275e-05	0.282621	0.368531	0.683356	0.00024182	1.09366e-07	0.683356	0.773552	N/A
OG0000145	0.0510567	0.589777	1.48945e-07	0.656193	0.656193	0.589777	0.0711362	0.656193	0.589777	0.144458	0.40996	0.0843074	0.656193	0.70648	0.759782	0.70648	0.00966498	0.796194	0.70648	0.796194	N/A
OG0000151	0.04262	0.11601	0.0059713	0.636199	0.636199	0.576658	0.053485	0.636199	0.136254	3.95961e-06	0.625739	0.625739	0.636199	0.121775	0.00264729	0.683356	2.29287e-10	0.00206569	0.320854	0.257962	N/A
OG0000152	0.11601	0.576658	0.656193	0.0231081	0.636199	0.576658	0.383742	0.656193	0.576658	0.000818267	0.795703	0.795703	0.656193	0.320854	0.233641	0.35489	5.53009e-08	7.76179e-06	0.726615	0.81415	N/A
OG0000153	0.000474964	0.548334	0.269208	0.674349	0.5898	0.548334	0.000161696	0.674349	0.548334	0.190736	0.779215	0.104947	0.674349	0.000162957	0.779553	0.726615	5.53009e-08	7.76179e-06	0.726615	0.81415	N/A
OG0000154	0.533048	0.0495768	2.45255e-08	6.3924e-13	0.5898	0.0727226	0.107664	0.69086	0.548334	0.190736	0.188971	0.625739	0.000881017	0.0131237	0.00264729	0.683356	0.796194	0.125405	0.683356	0.221821	N/A
OG0000155	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.278449	0.000134718	0.5	0.5	4.78347e-27	0.000134867	0.133286	0.590357	0.0496838	0.236313	N/A
OG0000156	4.75649e-10	3.32605e-08	0.207997	2.20197e-06	0.0302092	0.602254	0.720162	0.636199	0.00468674	0.0131237	0.670321	0.670321	0.636199	0.683356	0.318962	0.0983398	0.706818	0.706818	0.656708	0.381316	N/A
OG0000157	0.011413	3.59726e-06	0.0117373	0.0302092	0.0378379	0.614122	0.764321	0.674349	0.059443	0.0249087	0.706274	0.706274	0.674349	0.726615	0.368531	0.033659	0.00024182	0.0976971	0.683356	0.773552	N/A
OG0000159	0.614122	0.614122	4.58349e-07	0.000134553	0.0151706	0.614122	0.764321	0.674349	0.614122	0.0717288	0.570048	0.570048	0.674349	0.16632	0.0100149	3.91162e-05	0.139694	0.00120592	0.625894	0.706818	N/A
OG0000160	1.34804e-08	0.136254	0.000442411	0.001465	0.239865	0.589777	0.0711362	0.656193	0.589777	0.70648	0.204596	0.40996	0.656193	0.70648	0.759782	0.70648	0.0306158	0.744547	0.70648	0.0618578	N/A
OG0000161	0.0727226	0.548334	0.636199	0.000239805	0.0668413	0.0948492	1.14353e-09	0.239865	0.562856	0.00833621	0.367939	0.735493	0.0831625	0.282621	0.735846	0.683356	0.475556	1.24465e-05	0.320854	0.796194	N/A
OG0000162	0.614122	0.614122	0.61415	0.61415	0.130349	0.614122	0.720162	0.207997	0.059443	0.35489	0.735493	0.0639802	0.636199	0.033659	0.735846	0.683356	0.706818	0.317082	0.683356	0.0456483	N/A
OG0000163	0.0341412	0.0948492	0.5898	0.5898	0.61415	0.562856	0.157435	0.0059713	0.562856	0.656708	0.795703	0.795703	0.636199	0.282621	0.0846314	0.320854	0.00206569	0.000802171	0.70648	0.257962	N/A
OG0000166	0.636168	0.636168	0.00371985	2.29251e-06	0.719617	0.636168	0.0144713	0.61415	0.00033542	0.35489	0.570048	0.103751	0.61415	0.00143524	0.0100149	0.074258	0.706818	0.139694	0.625894	0.706818	N/A
OG0000167	0.0495768	0.533048	0.636199	0.0059713	0.562873	0.533048	0.000891085	0.239865	0.533048	0.13534	0.821325	0.0856654	0.656193	8.58554e-05	0.125909	0.0316717	9.92899e-09	1.51739e-06	0.744211	0.828616	N/A
OG0000168	0.17418	0.0677718	0.533057	0.533057	0.29627	0.614122	0.744166	1.48945e-07	0.614122	8.09946e-05	0.779215	0.233144	0.656193	0.0456743	0.205049	0.70648	0.00120592	0.706818	0.121775	0.0456483	N/A
OG0000169	0.0510567	0.589777	0.0378379	0.69086	0.656193	0.589777	0.764321	0.11495	0.589777	8.58554e-05	0.706274	0.706274	0.0992115	0.70648	0.368531	0.121775	5.25987e-06	0.0976971	0.683356	0.773552	N/A
OG0000170	0.589777	0.589777	3.23303e-05	0.0302092	0.0992115	0.589777	2.4852e-07	0.674349	0.589777	0.70648	0.706274	0.706274	0.0992115	0.70648	0.70662	0.0227384	0.133286	0.590357	0.074258	0.0174612	N/A
OG0000174	0.0495768	0.533048	0.0110003	0.000108325	0.5898	0.0727226	0.000248245	0.61415	0.548334	0.190736	0.670321	0.670321	0.61415	0.239514	0.318962	0.656708	5.25987e-06	1.60722e-23	0.656708	0.18237	N/A
OG0000175	0.136254	0.589777	0.562873	0.0943472	0.656193	0.589777	0.744166	1.63047e-05	0.589777	0.320854	0.759433	0.759433	0.656193	0.70648	0.759782	0.70648	0.2909	0.81415	0.70648	0.257962	N/A
OG0000176	0.625417	0.0760363	0.207997	4.20275e-05	0.656193	0.000214548	0.000920497	0.0668413	0.04262	0.683356	0.00996253	0.670321	0.61415	0.0983398	0.318962	0.656708	0.381316	0.070034	0.656708	0.744547	N/A
OG0000177	1.44875e-08	0.0727226	0.0831625	7.11641e-06	0.5898	0.548334	0.720162	0.636199	0.548334	0.625894	0.779215	0.779215	0.636199	0.0131237	0.205049	0.320854	0.00047439	0.00966498	0.70648	0.796194	N/A
OG0000178	0.0727226	0.548334	0.130349	0.29627	0.0502964	0.548334	0.00026607	0.69086	0.548334	0.190736	0.318401	0.706274	0.000881017	0.0131237	0.368531	0.683356	5.25987e-06	4.6875e-05	0.683356	0.773552	N/A
OG0000179	0.533048	0.0495768	0.5	0.5	0.0335884	0.533048	0.00141129	3.54113e-05	0.533048	0.0016692	0.233022	0.00411712	0.5898	0.190736	1.22055e-19	0.239514	0.657014	0.00711072	0.656708	0.0306158	N/A
OG0000180	0.636168	0.084231	2.1995e-09	0.656193	0.160046	0.636168	0.744166	0.656193	0.00033542	0.35489	0.570048	0.570048	0.656193	0.144458	0.189374	1.41287e-05	0.590357	0.133286	0.590147	0.236313	N/A
