#FamilyID	pvalue	Significant at 0.05
OG0003662	0.886	n
OG0003663	0.291	n
OG0003664	0.985	n
OG0003665	0.847	n
OG0003666	0.88	n
OG0003667	0.88	n
OG0003668	0.936	n
OG0003669	0.886	n
OG0003670	0.031	y
OG0003671	0.88	n
OG0003672	0.961	n
OG0003673	0.886	n
OG0003674	0.684	n
OG0003675	0.999	n
OG0003676	0.992	n
OG0003677	0.936	n
OG0003678	0.95	n
OG0003679	0.961	n
OG0003680	0.961	n
OG0003682	0.936	n
OG0003683	0.961	n
OG0003684	0.767	n
OG0003685	0.853	n
OG0003686	0.717	n
OG0003687	0.992	n
OG0003688	0.88	n
OG0003689	0.734	n
OG0003690	0.961	n
OG0003691	0.738	n
OG0003692	0.717	n
OG0003693	0.853	n
OG0003694	0.95	n
OG0003695	0.88	n
OG0003696	0.973	n
OG0003697	0.649	n
OG0003698	0.924	n
OG0003699	0.88	n
OG0003700	0.717	n
OG0003701	0.785	n
OG0003702	0.868	n
OG0003703	0.847	n
OG0003704	0.992	n
OG0003705	0.886	n
OG0003706	0.985	n
OG0003707	0.785	n
OG0003708	0.88	n
OG0003709	0.985	n
OG0003710	0.961	n
OG0003711	0.911	n
OG0003712	0.961	n
OG0003713	0.924	n
OG0003714	0.961	n
OG0003715	0.924	n
OG0003716	0.924	n
OG0003717	0.924	n
OG0003718	0.936	n
OG0003719	0.924	n
OG0003720	0.936	n
OG0003721	0.717	n
OG0003722	0.88	n
OG0003723	0.717	n
OG0003724	0.88	n
OG0003725	0.992	n
OG0003726	0.88	n
OG0003727	0.936	n
OG0003728	0.961	n
OG0003729	0.917	n
OG0003730	0.924	n
OG0003731	0.917	n
OG0003732	0.837	n
OG0003733	0.992	n
OG0003734	0.717	n
OG0003735	0.95	n
OG0003736	0.717	n
OG0003737	0.582	n
OG0003738	0.992	n
OG0003739	0.886	n
OG0003740	0.936	n
OG0003741	0.992	n
OG0003742	0.636	n
OG0003743	0.936	n
OG0003744	0.936	n
OG0003745	0.936	n
OG0003746	0.961	n
OG0003747	0.961	n
OG0003748	0.886	n
OG0003749	0.853	n
OG0003750	0.717	n
OG0003751	0.88	n
OG0003752	0.994	n
OG0003754	0.917	n
OG0003755	0.961	n
OG0003756	0.871	n
OG0003757	0.936	n
OG0003758	0.929	n
OG0003759	0.783	n
OG0003760	0.88	n
OG0003761	0.56	n
OG0003762	0.393	n
OG0003763	0.88	n
OG0003764	0.853	n
OG0003765	0.721	n
OG0003766	0.783	n
OG0003767	0.886	n
OG0003768	0.917	n
OG0003769	0.736	n
OG0003770	0.936	n
OG0003771	0.924	n
OG0003772	0.719	n
OG0003773	0.853	n
OG0003774	0.933	n
OG0003775	0.738	n
OG0003776	0.961	n
OG0003777	0.847	n
OG0003778	0.717	n
OG0003779	0.602	n
OG0003780	0.874	n
OG0003781	0.627	n
OG0003782	0.738	n
OG0003783	0.868	n
OG0003784	0.88	n
OG0003785	0.853	n
OG0003786	0.853	n
OG0003787	0.661	n
OG0003788	0.334	n
OG0003789	0.283	n
OG0003790	0.064	n
OG0003791	0.238	n
OG0003792	0.783	n
OG0003793	0.531	n
OG0003795	0.003	y
OG0003796	0.845	n
OG0003797	0.059	n
OG0003798	0.376	n
OG0003799	0.133	n
OG0003800	0.212	n
OG0003801	0.329	n
OG0003807	0.051	n
OG0003809	0.011	y
OG0003810	0.183	n
OG0003813	0.083	n
OG0003817	0.001	y
OG0003819	0.246	n
OG0003828	0.005	y
OG0003831	0.268	n
OG0003835	0.405	n
OG0003843	0.439	n
OG0003846	0.119	n
OG0003847	0.121	n
OG0003850	0	y
OG0003851	0.083	n
OG0003852	0	y
OG0003872	0.847	n
OG0003873	0.741	n
OG0003874	0.924	n
OG0003875	0.924	n
OG0003876	0.549	n
OG0003877	0.924	n
OG0003878	0.95	n
OG0003879	0.88	n
OG0003880	0.95	n
OG0003881	0.795	n
OG0003882	0.961	n
OG0003883	0.88	n
OG0003884	0.961	n
OG0003885	0.973	n
OG0003886	0.95	n
OG0003887	0.924	n
OG0003888	0.868	n
OG0003890	0.961	n
OG0003891	0.961	n
OG0003892	0.88	n
OG0003893	0.936	n
OG0003894	0.961	n
OG0003895	0.992	n
OG0003896	0.95	n
OG0003897	0.95	n
OG0003898	0.868	n
OG0003899	0.985	n
OG0003900	0.717	n
OG0003901	0.649	n
OG0003905	0.717	n
OG0003906	0.721	n
OG0003907	0.741	n
OG0003908	0.649	n
OG0003909	0.847	n
OG0003910	0.899	n
OG0003911	0.559	n
OG0003912	0.847	n
OG0003913	0.88	n
OG0003915	0.961	n
OG0003916	0.917	n
OG0003917	0.88	n
OG0003918	0.924	n
OG0003919	0.95	n
OG0003920	0.95	n
OG0003921	0.88	n
OG0003922	0.95	n
OG0003923	0.95	n
OG0003924	0.95	n
OG0003925	0.868	n
OG0003926	0.717	n
OG0003927	0.617	n
OG0003928	0.717	n
OG0003929	0.717	n
OG0003930	0.719	n
OG0003931	0.88	n
OG0003932	0.793	n
OG0003933	0.88	n
OG0003934	0.88	n
OG0003935	0.936	n
OG0003936	0.88	n
OG0003937	0.936	n
OG0003938	0.574	n
OG0003939	0.289	n
OG0003940	0.717	n
OG0003941	0.868	n
OG0003942	0.717	n
OG0003943	0.947	n
OG0003944	0.917	n
OG0003945	0.719	n
OG0003946	0.559	n
OG0003947	0.985	n
OG0003948	0.961	n
OG0003949	0.936	n
OG0003950	0.88	n
OG0003951	0.717	n
OG0003952	0.88	n
OG0003953	0.924	n
OG0003954	0.88	n
OG0003955	0.886	n
OG0003956	0.936	n
OG0003957	0.992	n
OG0003958	0.717	n
OG0003959	0.559	n
OG0003960	0.88	n
OG0003961	0.915	n
OG0003962	0.717	n
OG0003963	0.992	n
OG0003964	0.95	n
OG0003965	0.933	n
OG0003966	0.95	n
OG0003967	0.985	n
OG0003968	0.961	n
OG0003969	0.77	n
OG0003970	0.649	n
OG0003971	0.992	n
OG0003972	0.961	n
OG0003973	0.88	n
OG0003974	0.88	n
OG0003975	0.936	n
OG0003976	0.88	n
OG0003977	0.924	n
OG0003978	0.853	n
OG0003979	0.88	n
OG0003980	0.776	n
OG0003981	0.936	n
OG0003982	0.88	n
OG0003983	0.992	n
OG0003984	0.88	n
OG0003985	0.936	n
OG0003986	0.847	n
OG0003987	0.973	n
OG0003988	0.649	n
OG0003989	0.95	n
OG0003990	0.95	n
OG0003991	0.95	n
OG0003992	0.961	n
OG0003993	0.992	n
OG0003994	0.499	n
OG0003995	0.568	n
OG0003996	0.95	n
OG0003997	0.045	y
OG0003998	0.924	n
OG0003999	0.886	n
OG0004000	0.973	n
OG0004001	0.961	n
OG0004002	0.936	n
OG0004003	0.741	n
OG0004004	0.529	n
OG0004005	0.95	n
OG0004006	0.936	n
OG0004007	0.88	n
OG0004008	0.717	n
OG0004009	0.936	n
OG0004010	0.924	n
OG0004011	0.992	n
OG0004012	0.88	n
OG0004013	0.88	n
OG0004014	0.961	n
OG0004015	0.961	n
OG0004016	0.917	n
OG0004017	0.936	n
OG0004018	0.985	n
OG0004019	0.924	n
OG0004020	0.961	n
OG0004021	0.86	n
OG0004022	0.961	n
OG0004023	0.992	n
OG0004024	0.992	n
OG0004025	0.88	n
OG0004026	0.936	n
OG0004027	0.88	n
OG0004028	0.88	n
OG0004029	0.924	n
OG0004030	0.88	n
OG0004031	0.003	y
OG0004032	0.992	n
OG0004033	0.88	n
OG0004034	0.88	n
OG0004035	0.157	n
OG0004036	0.868	n
OG0004037	0.88	n
OG0004038	0.814	n
OG0004040	0.929	n
OG0004042	0.783	n
OG0004043	0.868	n
OG0004044	0.741	n
OG0004047	0.973	n
OG0004048	0.924	n
OG0004049	0.992	n
OG0004050	0.992	n
OG0004051	0.924	n
OG0004052	0.88	n
OG0004053	0.88	n
OG0004054	0.88	n
OG0004055	0.88	n
OG0004057	0.88	n
OG0004058	0.783	n
OG0004059	0.933	n
OG0004060	0.95	n
OG0004061	0.717	n
OG0004062	0.886	n
OG0004063	0.853	n
OG0004064	0.929	n
OG0004065	0.961	n
OG0004066	0.886	n
OG0004067	0.868	n
OG0004068	0.814	n
OG0004069	0.717	n
OG0004070	0.861	n
OG0004071	0.88	n
OG0004072	0.717	n
OG0004073	0.717	n
OG0004074	0.924	n
OG0004075	0.717	n
OG0004076	0.847	n
OG0004077	0.924	n
OG0004078	0.936	n
OG0004079	0.992	n
OG0004080	0.847	n
OG0004081	0.88	n
OG0004082	0.88	n
OG0004083	0.791	n
OG0004084	0.88	n
OG0004085	0.717	n
OG0004086	0.886	n
OG0004087	0.717	n
OG0004088	0.43	n
OG0004089	0.936	n
OG0004090	0.961	n
OG0004091	0.936	n
OG0004092	0.776	n
OG0004093	0.992	n
OG0004094	0.88	n
OG0004095	0.649	n
OG0004096	0.717	n
OG0004097	0.88	n
OG0004098	0.936	n
OG0004099	0.95	n
OG0004100	0.88	n
OG0004101	0.88	n
OG0004102	0.717	n
OG0004103	0.88	n
OG0004104	0.961	n
OG0004105	0.961	n
OG0004106	0.646	n
OG0004107	0.961	n
OG0004108	0.961	n
OG0004109	0.961	n
OG0004110	0.961	n
OG0004111	0.961	n
OG0004112	0.961	n
OG0004113	0.88	n
OG0004114	0.961	n
OG0004115	0.961	n
OG0004116	0.961	n
OG0004117	0.961	n
OG0004118	0.961	n
OG0004119	0.961	n
OG0004120	0.961	n
OG0004121	0.636	n
OG0004122	0.961	n
OG0004123	0.961	n
OG0004124	0.961	n
OG0004125	0.961	n
OG0004126	0.961	n
OG0004127	0.961	n
OG0004128	0.961	n
OG0004129	0.065	n
OG0004130	0.88	n
OG0004131	0.992	n
OG0004132	0.88	n
OG0004133	0.961	n
OG0004134	0.992	n
OG0004135	0.836	n
OG0004136	0.961	n
OG0004137	0.961	n
OG0004138	0.961	n
OG0004139	0.88	n
OG0004140	0.961	n
OG0004141	0.961	n
OG0004142	0.985	n
OG0004143	0.992	n
OG0004144	0.88	n
OG0004145	0.961	n
OG0004146	0.992	n
OG0004147	0.936	n
OG0004148	0.814	n
OG0004149	0.936	n
OG0004150	0.88	n
OG0004151	0.985	n
OG0004152	0.985	n
OG0004153	0.936	n
OG0004154	0.924	n
OG0004155	0.886	n
OG0004156	0.717	n
OG0004157	0.783	n
OG0004158	0.886	n
OG0004159	0.716	n
OG0004160	0.994	n
OG0004161	0.717	n
OG0004162	0.868	n
OG0004163	0.717	n
OG0004164	0.356	n
OG0004165	0.88	n
OG0004166	0.886	n
OG0004167	0.973	n
OG0004168	0.199	n
OG0004169	0.88	n
OG0004170	0.783	n
OG0004171	0.992	n
OG0004172	0.994	n
OG0004173	0.717	n
OG0004174	0.886	n
OG0004175	0.88	n
OG0004176	0.88	n
OG0004177	0.886	n
OG0004178	0.992	n
OG0004179	0.924	n
OG0004180	0.738	n
OG0004181	0.656	n
OG0004182	0.719	n
OG0004183	0.209	n
OG0004184	0.352	n
OG0004185	0.717	n
OG0004186	0.793	n
OG0004187	0.717	n
OG0004188	0.886	n
OG0004189	0.924	n
OG0004190	0.05	n
OG0004191	0.961	n
OG0004192	0.961	n
OG0004193	0.88	n
OG0004194	0.961	n
OG0004195	0.961	n
OG0004196	0.88	n
OG0004197	0.88	n
OG0004198	0.924	n
OG0004199	0.961	n
OG0004200	0.961	n
OG0004201	0.847	n
OG0004202	0.961	n
OG0004203	0.924	n
OG0004204	0.961	n
OG0004205	0.961	n
OG0004206	0.961	n
OG0004207	0.961	n
OG0004208	0.961	n
OG0004209	0.961	n
OG0004210	0.961	n
OG0004211	0.961	n
OG0004212	0.717	n
OG0004213	0.961	n
OG0004214	0.768	n
OG0004215	0.88	n
OG0004216	0.961	n
OG0004217	0.961	n
OG0004218	0.961	n
OG0004219	0.961	n
OG0004220	0.961	n
OG0004221	0.961	n
OG0004222	0.961	n
OG0004223	0.649	n
OG0004224	0.847	n
OG0004225	0.961	n
OG0004226	0.961	n
OG0004227	0.961	n
OG0004228	0.721	n
OG0004229	0.961	n
OG0004230	0.961	n
OG0004231	0.88	n
OG0004232	0.961	n
OG0004233	0.95	n
OG0004234	0.754	n
OG0004235	0.992	n
OG0004236	0.88	n
OG0004237	0.936	n
OG0004238	0.961	n
OG0004239	0.837	n
OG0004240	0.88	n
OG0004241	0.88	n
OG0004242	0.88	n
OG0004243	0.924	n
OG0004244	0.88	n
OG0004245	0.961	n
OG0004246	0.961	n
OG0004247	0.929	n
OG0004248	0.721	n
OG0004249	0.88	n
OG0004250	0.924	n
OG0004251	0.992	n
OG0004252	0.847	n
OG0004253	0.936	n
OG0004254	0.842	n
OG0004255	0.717	n
OG0004256	0.88	n
OG0004257	0.936	n
OG0004258	0.999	n
OG0004259	0.936	n
OG0004260	0.936	n
OG0004261	0.929	n
OG0004262	0.88	n
OG0004263	0.842	n
OG0004264	0.584	n
OG0004265	0.88	n
OG0004266	0.924	n
OG0004267	0.607	n
OG0004268	0.924	n
OG0004269	0.95	n
OG0004271	0.985	n
OG0004272	0.874	n
OG0004273	0.985	n
OG0004274	0.992	n
OG0004275	0.776	n
OG0004276	0.924	n
OG0004277	0.936	n
OG0004278	0.924	n
OG0004279	0.88	n
OG0004280	0.468	n
OG0004281	0.886	n
OG0004282	0.936	n
OG0004283	0.936	n
OG0004284	0.985	n
OG0004285	0.961	n
OG0004286	0.649	n
OG0004287	0.992	n
OG0004288	0.286	n
OG0004289	0.961	n
OG0004290	0.924	n
OG0004291	0.936	n
OG0004292	0.936	n
OG0004293	0.992	n
OG0004294	0.899	n
OG0004295	0.617	n
OG0004296	0.95	n
OG0004297	0.947	n
OG0004298	0.88	n
OG0004299	0.868	n
OG0004300	0.88	n
OG0004301	0.717	n
OG0004302	0.457	n
OG0004303	0.88	n
OG0004304	0.021	y
OG0004305	0.777	n
OG0004306	0.929	n
OG0004307	0.992	n
OG0004308	0.961	n
OG0004309	0.88	n
OG0004310	0.868	n
OG0004311	0.88	n
OG0004312	0.985	n
OG0004313	0.649	n
OG0004314	0.566	n
OG0004315	0.95	n
OG0004316	0.847	n
OG0004317	0.717	n
OG0004318	0.717	n
OG0004319	0.961	n
OG0004320	0.717	n
OG0004321	0.559	n
OG0004323	0.814	n
OG0004324	0.992	n
OG0004325	0.719	n
OG0004326	0.929	n
OG0004327	0.9	n
OG0004328	0.924	n
OG0004329	0.719	n
OG0004330	0.32	n
OG0004331	0.719	n
OG0004332	0.466	n
OG0004333	0.613	n
OG0004334	0.933	n
OG0004335	0.719	n
OG0004336	0.668	n
OG0004337	0.95	n
OG0004338	0.847	n
OG0004339	0.886	n
OG0004340	0.992	n
OG0004341	0.328	n
OG0004342	0.717	n
OG0004344	0.9	n
OG0004346	0.833	n
OG0004347	0.783	n
OG0004348	0.874	n
OG0004349	0.973	n
OG0004350	0.814	n
OG0004351	0.868	n
OG0004352	0.924	n
OG0004353	0.893	n
OG0004354	0.539	n
OG0004355	0.961	n
OG0004356	0.768	n
OG0004357	0.936	n
OG0004358	0.717	n
OG0004359	0.868	n
OG0004360	0.559	n
OG0004361	0.88	n
OG0004362	0.899	n
OG0004364	0.559	n
OG0004365	0.717	n
OG0004366	0.717	n
OG0004367	0.985	n
OG0004368	0.717	n
OG0004369	0.717	n
OG0004370	0.947	n
OG0004371	0.17	n
OG0004372	0.717	n
OG0004373	0.95	n
OG0004374	0.674	n
OG0004375	0.847	n
OG0004376	0.924	n
OG0004377	0.318	n
OG0004378	0.847	n
OG0004379	0.717	n
OG0004380	0.814	n
OG0004381	0.421	n
OG0004382	0.868	n
OG0004383	0.933	n
OG0004384	0.871	n
OG0004385	0.808	n
OG0004386	0.262	n
OG0004387	0.717	n
OG0004388	0.717	n
OG0004389	0.717	n
OG0004390	0.915	n
OG0004391	0.719	n
OG0004392	0.717	n
OG0004393	0.853	n
OG0004394	0.717	n
OG0004395	0.886	n
OG0004396	0.886	n
OG0004397	0.538	n
OG0004398	0.468	n
OG0004399	0.814	n
OG0004400	0.177	n
OG0004401	0.782	n
OG0004402	0.936	n
OG0004403	0.992	n
OG0004404	0.992	n
OG0004405	0.999	n
OG0004406	0.992	n
OG0004407	0.717	n
OG0004408	0.929	n
OG0004409	0.649	n
OG0004410	0.924	n
OG0004411	0.717	n
OG0004412	0.741	n
OG0004413	0.717	n
OG0004414	0.663	n
OG0004415	0.847	n
OG0004416	0.899	n
OG0004417	0.717	n
OG0004418	0.886	n
OG0004419	0.847	n
OG0004420	0.649	n
OG0004421	0.868	n
OG0004422	0.886	n
OG0004423	0.649	n
OG0004424	0.717	n
OG0004425	0.95	n
OG0004426	0.88	n
OG0004427	0.924	n
OG0004428	0.95	n
OG0004429	0.924	n
OG0004430	0.95	n
OG0004431	0.917	n
OG0004432	0.88	n
OG0004433	0.88	n
OG0004434	0.88	n
OG0004435	0.95	n
OG0004436	0.95	n
OG0004437	0.756	n
OG0004438	0.936	n
OG0004439	0.717	n
OG0004440	0.933	n
OG0004441	0.88	n
OG0004442	0.961	n
OG0004443	0.961	n
OG0004444	0.924	n
OG0004445	0.936	n
OG0004446	0.88	n
OG0004447	0.88	n
OG0004448	0.559	n
OG0004449	0.847	n
OG0004450	0.752	n
OG0004451	0.924	n
OG0004452	0.936	n
OG0004453	0.88	n
OG0004454	0.282	n
OG0004455	0.936	n
OG0004456	0.924	n
OG0004457	0.936	n
OG0004458	0.973	n
OG0004459	0.88	n
OG0004460	0.88	n
OG0004461	0.936	n
OG0004462	0.936	n
OG0004463	0.88	n
OG0004464	0.936	n
OG0004465	0.899	n
OG0004466	0.924	n
OG0004467	0.973	n
OG0004468	0.936	n
OG0004469	0.95	n
OG0004470	0.424	n
OG0004471	0.424	n
OG0004472	0.95	n
OG0004473	0.88	n
OG0004474	0.936	n
OG0004475	0.88	n
OG0004476	0.88	n
OG0004477	0.717	n
OG0004478	0.961	n
OG0004479	0.847	n
OG0004480	0.88	n
OG0004481	0.95	n
OG0004482	0.95	n
OG0004483	0.95	n
OG0004484	0.88	n
OG0004485	0.992	n
OG0004486	0.924	n
OG0004487	0.88	n
OG0004488	0.88	n
OG0004489	0.936	n
OG0004490	0.961	n
OG0004491	0.961	n
OG0004492	0.768	n
OG0004493	0.924	n
OG0004494	0.961	n
OG0004495	0.924	n
OG0004496	0.95	n
OG0004497	0.994	n
OG0004498	0.95	n
OG0004499	0.992	n
OG0004500	0.992	n
OG0004501	0.88	n
OG0004502	0.961	n
OG0004503	0.936	n
OG0004504	0.717	n
OG0004505	0.88	n
OG0004506	0.961	n
OG0004507	0.88	n
OG0004508	0.88	n
OG0004509	0.826	n
OG0004510	0.88	n
OG0004511	0.88	n
OG0004512	0.924	n
OG0004513	0.936	n
OG0004514	0.915	n
OG0004515	0.717	n
OG0004516	0.811	n
OG0004517	0.936	n
OG0004518	0.936	n
OG0004519	0.985	n
OG0004520	0.88	n
OG0004521	0.936	n
OG0004522	0.936	n
OG0004523	0.936	n
OG0004524	0.88	n
OG0004525	0.992	n
OG0004526	0.88	n
OG0004527	0.973	n
OG0004528	0.961	n
OG0004529	0.95	n
OG0004530	0.936	n
OG0004531	0.649	n
OG0004532	0.717	n
OG0004533	0.95	n
OG0004534	0.627	n
OG0004535	0.936	n
OG0004536	0.924	n
OG0004537	0.924	n
OG0004538	0.924	n
OG0004539	0.512	n
OG0004540	0.559	n
OG0004541	0.936	n
OG0004542	0.88	n
OG0004543	0.88	n
OG0004544	0.961	n
OG0004545	0.961	n
OG0004546	0.88	n
OG0004547	0.936	n
OG0004548	0.924	n
OG0004549	0.88	n
OG0004550	0.961	n
OG0004551	0.88	n
OG0004552	0.88	n
OG0004553	0.88	n
OG0004554	0.961	n
OG0004555	0.717	n
OG0004556	0.915	n
OG0004557	0.738	n
OG0004558	0.559	n
OG0004559	0.717	n
OG0004560	0.814	n
OG0004562	0.868	n
OG0004563	0.717	n
OG0004564	0.649	n
OG0004565	0.649	n
OG0004566	0.88	n
OG0004567	0.649	n
OG0004568	0.868	n
OG0004569	0.847	n
OG0004570	0.892	n
OG0004573	0.954	n
OG0004574	0.95	n
OG0004575	0.719	n
OG0004576	0.732	n
OG0004577	0.933	n
OG0004578	0.933	n
OG0004580	0.992	n
OG0004582	0.847	n
OG0004584	0.847	n
OG0004585	0.88	n
OG0004586	0.649	n
OG0004587	0.801	n
OG0004588	0.847	n
OG0004590	0.985	n
OG0004591	0.886	n
OG0004592	0.886	n
OG0004593	0.717	n
OG0004594	0.209	n
OG0004595	0.924	n
OG0004596	0.582	n
OG0004597	0.88	n
OG0004598	0.917	n
OG0004599	0.961	n
OG0004600	0.924	n
OG0004601	0.539	n
OG0004602	0.924	n
OG0004603	0.756	n
OG0004604	0.936	n
OG0004605	0.88	n
OG0004606	0.88	n
OG0004607	0.992	n
OG0004608	0.992	n
OG0004609	0.88	n
OG0004610	0.88	n
OG0004611	0.924	n
OG0004612	0.88	n
OG0004613	0.88	n
OG0004614	0.961	n
OG0004615	0.936	n
OG0004616	0.961	n
OG0004617	0.88	n
OG0004618	0.88	n
OG0004619	0.88	n
OG0004620	0.741	n
OG0004621	0.899	n
OG0004622	0.22	n
OG0004623	0.847	n
OG0004624	0.961	n
OG0004625	0.992	n
OG0004626	0.88	n
OG0004627	0.717	n
OG0004628	0.936	n
OG0004629	0.88	n
OG0004630	0.88	n
OG0004631	0.95	n
OG0004632	0.95	n
OG0004633	0.88	n
OG0004634	0.719	n
OG0004635	0.936	n
OG0004636	0.88	n
OG0004637	0.936	n
OG0004638	0.627	n
OG0004639	0.933	n
OG0004640	0.717	n
OG0004641	0.88	n
OG0004642	0.924	n
OG0004643	0.961	n
OG0004644	0.88	n
OG0004645	0.961	n
OG0004646	0.88	n
OG0004647	0.88	n
OG0004648	0.961	n
OG0004649	0.627	n
OG0004650	0.791	n
OG0004651	0.717	n
OG0004652	0.936	n
OG0004653	0.961	n
OG0004654	0.961	n
OG0004655	0.992	n
OG0004656	0.936	n
OG0004657	0.649	n
OG0004658	0.936	n
OG0004659	0.88	n
OG0004660	0.936	n
OG0004661	0.961	n
OG0004662	0.576	n
OG0004663	0.88	n
OG0004664	0.95	n
OG0004665	0.992	n
OG0004666	0.262	n
OG0004667	0.649	n
OG0004668	0.868	n
OG0004669	0.19	n
OG0004670	0.936	n
OG0004671	0.992	n
OG0004672	0.95	n
OG0004673	0.936	n
OG0004674	0.95	n
OG0004675	0.961	n
OG0004676	0.886	n
OG0004677	0.836	n
OG0004678	0.886	n
OG0004679	0.88	n
OG0004680	0.95	n
OG0004681	0.924	n
OG0004682	0.936	n
OG0004683	0.985	n
OG0004684	0.924	n
OG0004685	0.685	n
OG0004686	0.985	n
OG0004687	0.88	n
OG0004688	0.88	n
OG0004689	0.249	n
OG0004690	0.9	n
OG0004691	0.992	n
OG0004692	0.893	n
OG0004693	0.717	n
OG0004694	0.95	n
OG0004695	0.936	n
OG0004696	0.717	n
OG0004697	0.741	n
OG0004698	0.917	n
OG0004699	0.719	n
OG0004700	0.717	n
OG0004701	0.992	n
OG0004702	0.717	n
OG0004703	0.915	n
OG0004704	0.936	n
OG0004705	0.853	n
OG0004706	0.717	n
OG0004707	0.868	n
OG0004708	0.936	n
OG0004709	0.847	n
OG0004710	0.717	n
OG0004711	0.88	n
OG0004712	0.886	n
OG0004713	0.704	n
OG0004714	0.924	n
OG0004715	0.985	n
OG0004716	0.973	n
OG0004717	0.973	n
OG0004718	0.973	n
OG0004719	0.917	n
OG0004720	0.917	n
OG0004721	0.917	n
OG0004722	0.847	n
OG0004723	0.847	n
OG0004724	0.917	n
OG0004725	0.314	n
OG0004726	0.961	n
OG0004727	0.88	n
OG0004728	0.756	n
OG0004729	0.785	n
OG0004730	0.88	n
OG0004731	0.741	n
OG0004732	0.741	n
OG0004733	0.131	n
OG0004734	0.924	n
OG0004735	0.994	n
OG0004736	0.915	n
OG0004737	0.915	n
OG0004738	0.936	n
OG0004739	0.88	n
OG0004740	0.717	n
OG0004741	0.936	n
OG0004742	0.915	n
OG0004744	0.924	n
OG0004745	0.929	n
OG0004746	0.717	n
OG0004747	0.88	n
OG0004748	0.936	n
OG0004749	0.985	n
OG0004750	0.717	n
OG0004751	0.88	n
OG0004752	0.814	n
OG0004753	0.936	n
OG0004754	0.413	n
OG0004755	0.936	n
OG0004756	0.88	n
OG0004757	0.88	n
OG0004758	0.847	n
OG0004759	0.868	n
OG0004760	0.784	n
OG0004761	0.961	n
OG0004762	0.88	n
OG0004763	0.924	n
OG0004764	0.88	n
OG0004765	0.88	n
OG0004766	0.721	n
OG0004767	0.886	n
OG0004768	0.684	n
OG0004769	0.973	n
OG0004770	0.95	n
OG0004771	0.88	n
OG0004772	0.886	n
OG0004773	0.985	n
OG0004774	0.886	n
OG0004775	0.717	n
OG0004776	0.899	n
OG0004777	0.992	n
OG0004778	0.717	n
OG0004779	0.929	n
OG0004780	0.994	n
OG0004781	0.899	n
OG0004782	0.95	n
OG0004783	0.847	n
OG0004784	0.717	n
OG0004785	0.741	n
OG0004786	0.559	n
OG0004787	0.684	n
OG0004788	0.538	n
OG0004789	0.868	n
OG0004790	0.717	n
OG0004791	0.929	n
OG0004792	0.994	n
OG0004793	0.886	n
OG0004794	0.961	n
OG0004795	0.783	n
OG0004796	0.886	n
OG0004797	0.348	n
OG0004798	0.994	n
OG0004799	0.717	n
OG0004800	0.892	n
OG0004801	0.992	n
OG0004802	0.924	n
OG0004803	0.88	n
OG0004804	0.88	n
OG0004805	0.868	n
OG0004806	0.992	n
OG0004807	0.936	n
OG0004808	0.88	n
OG0004809	0.636	n
OG0004810	0.88	n
OG0004811	0.924	n
OG0004812	0.88	n
OG0004813	0.95	n
OG0004814	0.936	n
OG0004815	0.992	n
OG0004816	0.814	n
OG0004817	0.961	n
OG0004818	0.88	n
OG0004819	0.853	n
OG0004820	0.961	n
OG0004821	0.917	n
OG0004822	0.799	n
OG0004823	0.88	n
OG0004824	0.88	n
OG0004825	0.936	n
OG0004826	0.924	n
OG0004827	0.915	n
OG0004828	0.95	n
OG0004829	0.961	n
OG0004830	0.911	n
OG0004831	0.717	n
OG0004832	0.88	n
OG0004833	0.992	n
OG0004834	0.985	n
OG0004835	0.88	n
OG0004836	0.936	n
OG0004837	0.936	n
OG0004838	0.88	n
OG0004839	0.88	n
OG0004840	0.936	n
OG0004841	0.961	n
OG0004842	0.88	n
OG0004843	0.924	n
OG0004844	0.992	n
OG0004845	0.674	n
OG0004846	0.992	n
OG0004847	0.924	n
OG0004848	0.924	n
OG0004849	0.924	n
OG0004850	0.985	n
OG0004851	0.992	n
OG0004852	0.88	n
OG0004853	0.88	n
OG0004854	0.961	n
OG0004855	0.936	n
OG0004856	0.924	n
OG0004857	0.992	n
OG0004858	0.636	n
OG0004859	0.791	n
OG0004860	0.88	n
OG0004861	0.936	n
OG0004862	0.961	n
OG0004863	0.847	n
OG0004864	0.424	n
OG0004865	0.886	n
OG0004866	0.837	n
OG0004867	0.88	n
OG0004868	0.886	n
OG0004869	0.649	n
OG0004870	0.649	n
OG0004871	0.814	n
OG0004872	0.783	n
OG0004873	0.338	n
OG0004874	0.926	n
OG0004875	0.886	n
OG0004876	0.886	n
OG0004877	0.721	n
OG0004878	0.721	n
OG0004879	0.717	n
OG0004880	0.719	n
OG0004881	0.847	n
OG0004882	0.649	n
OG0004883	0.649	n
OG0004884	0.915	n
OG0004885	0.717	n
OG0004886	0.649	n
OG0004887	0.95	n
OG0004888	0.994	n
OG0004889	0.741	n
OG0004890	0.773	n
OG0004891	0.524	n
OG0004892	0.627	n
OG0004893	0.717	n
OG0004894	0.717	n
OG0004895	0.853	n
OG0004896	0.598	n
OG0004897	0.886	n
OG0004898	0.719	n
OG0004899	0.674	n
OG0004900	0.992	n
OG0004901	0.871	n
OG0004902	0.719	n
OG0004903	0.985	n
OG0004904	0.717	n
OG0004905	0.886	n
OG0004906	0.886	n
OG0004907	0.985	n
