#FamilyID	pvalue	Significant at 0.05
OG0008435	0.961	n
OG0008436	0.961	n
OG0008437	0.961	n
OG0008438	0.961	n
OG0008439	0.961	n
OG0008440	0.961	n
OG0008441	0.961	n
OG0008442	0.961	n
OG0008443	0.961	n
OG0008444	0.961	n
OG0008445	0.961	n
OG0008446	0.961	n
OG0008447	0.961	n
OG0008448	0.961	n
OG0008449	0.961	n
OG0008450	0.961	n
OG0008451	0.961	n
OG0008452	0.961	n
OG0008453	0.961	n
OG0008454	0.961	n
OG0008455	0.961	n
OG0008456	0.961	n
OG0008457	0.961	n
OG0008458	0.961	n
OG0008459	0.961	n
OG0008460	0.961	n
OG0008461	0.961	n
OG0008462	0.961	n
OG0008463	0.722	n
OG0008464	0.961	n
OG0008465	0.961	n
OG0008466	0.961	n
OG0008467	0.961	n
OG0008468	0.961	n
OG0008469	0.961	n
OG0008470	0.961	n
OG0008471	0.961	n
OG0008472	0.961	n
OG0008473	0.961	n
OG0008474	0.961	n
OG0008475	0.961	n
OG0008476	0.961	n
OG0008477	0.827	n
OG0008478	0.961	n
OG0008479	0.961	n
OG0008480	0.961	n
OG0008481	0.961	n
OG0008482	0.636	n
OG0008483	0.827	n
OG0008484	0.961	n
OG0008485	0.871	n
OG0008486	0.961	n
OG0008487	0.827	n
OG0008488	0.871	n
OG0008489	0.961	n
OG0008490	0.961	n
OG0008491	0.961	n
OG0008492	0.961	n
OG0008493	0.961	n
OG0008494	0.961	n
OG0008495	0.769	n
OG0008496	0.961	n
OG0008497	0.961	n
OG0008498	0.961	n
OG0008499	0.773	n
OG0008500	0.961	n
OG0008501	0.961	n
OG0008502	0.961	n
OG0008503	0.961	n
OG0008504	0.961	n
OG0008505	0.961	n
OG0008506	0.961	n
OG0008507	0.769	n
OG0008508	0.791	n
OG0008509	0.961	n
OG0008510	0.961	n
OG0008511	0.961	n
OG0008512	0.961	n
OG0008513	0.961	n
OG0008514	0.961	n
OG0008515	0.961	n
OG0008516	0.961	n
OG0008517	0.961	n
OG0008518	0.961	n
OG0008519	0.961	n
OG0008520	0.961	n
OG0008521	0.791	n
OG0008522	0.871	n
OG0008523	0.768	n
OG0008524	0.961	n
OG0008525	0.68	n
OG0008526	0.961	n
OG0008527	0.961	n
OG0008528	0.961	n
OG0008529	0.791	n
OG0008530	0.961	n
OG0008531	0.961	n
OG0008532	0.961	n
OG0008533	0.636	n
OG0008534	0.961	n
OG0008535	0.961	n
OG0008536	0.961	n
OG0008537	0.961	n
OG0008538	0.961	n
OG0008539	0.961	n
OG0008540	0.961	n
OG0008541	0.961	n
OG0008542	0.961	n
OG0008543	0.961	n
OG0008544	0.961	n
OG0008545	0.961	n
OG0008546	0.961	n
OG0008547	0.961	n
OG0008548	0.961	n
OG0008549	0.961	n
OG0008550	0.961	n
OG0008551	0.961	n
OG0008552	0.961	n
OG0008553	0.961	n
OG0008554	0.961	n
OG0008555	0.961	n
OG0008556	0.961	n
OG0008557	0.961	n
OG0008558	0.961	n
OG0008559	0.961	n
OG0008560	0.961	n
OG0008561	0.961	n
OG0008562	0.961	n
OG0008563	0.767	n
OG0008564	0.961	n
OG0008565	0.961	n
OG0008566	0.961	n
OG0008567	0.827	n
OG0008568	0.961	n
OG0008569	0.961	n
OG0008570	0.961	n
OG0008571	0.961	n
OG0008572	0.103	n
OG0008573	0.961	n
OG0008574	0.961	n
OG0008575	0.961	n
OG0008576	0.961	n
OG0008577	0.961	n
OG0008578	0.961	n
OG0008579	0.961	n
OG0008580	0.961	n
OG0008581	0.88	n
OG0008582	0.808	n
OG0008583	0.961	n
OG0008584	0.961	n
OG0008585	0.961	n
OG0008586	0.961	n
OG0008587	0.48	n
OG0008588	0.961	n
OG0008589	0.961	n
OG0008590	0.961	n
OG0008591	0.961	n
OG0008592	0.961	n
OG0008593	0.961	n
OG0008594	0.961	n
OG0008595	0.961	n
OG0008596	0.961	n
OG0008597	0.961	n
OG0008598	0.961	n
OG0008599	0.961	n
OG0008600	0.961	n
OG0008601	0.961	n
OG0008602	0.961	n
OG0008603	0.961	n
OG0008604	0.88	n
OG0008605	0.961	n
OG0008606	0.961	n
OG0008607	0.961	n
OG0008608	0.961	n
OG0008609	0.961	n
OG0008610	0.961	n
OG0008611	0.961	n
OG0008612	0.808	n
OG0008613	0.961	n
OG0008614	0.961	n
OG0008615	0.961	n
OG0008616	0.961	n
OG0008617	0.961	n
OG0008618	0.961	n
OG0008619	0.961	n
OG0008620	0.961	n
OG0008621	0.961	n
OG0008622	0.961	n
OG0008623	0.961	n
OG0008624	0.961	n
OG0008625	0.845	n
OG0008626	0.684	n
OG0008627	0.961	n
OG0008628	0.961	n
OG0008629	0.961	n
OG0008630	0.961	n
OG0008631	0.862	n
OG0008632	0.768	n
OG0008633	0.961	n
OG0008634	0.961	n
OG0008635	0.961	n
OG0008636	0.961	n
OG0008637	0.961	n
OG0008638	0.768	n
OG0008639	0.961	n
OG0008640	0.961	n
OG0008641	0.961	n
OG0008642	0.961	n
OG0008643	0.961	n
OG0008644	0.961	n
OG0008645	0.961	n
OG0008646	0.961	n
OG0008647	0.961	n
OG0008648	0.961	n
OG0008649	0.961	n
OG0008650	0.961	n
OG0008651	0.961	n
OG0008652	0.961	n
OG0008653	0.961	n
OG0008654	0.961	n
OG0008655	0.961	n
OG0008656	0.768	n
OG0008657	0.961	n
OG0008658	0.768	n
OG0008659	0.768	n
OG0008660	0.961	n
OG0008661	0.791	n
OG0008662	0.924	n
OG0008663	0.961	n
OG0008664	0.936	n
OG0008665	0.961	n
OG0008666	0.961	n
OG0008667	0.961	n
OG0008668	0.961	n
OG0008669	0.961	n
OG0008670	0.961	n
OG0008671	0.726	n
OG0008672	0.768	n
OG0008673	0.961	n
OG0008674	0.961	n
OG0008675	0.961	n
OG0008676	0.961	n
OG0008677	0.961	n
OG0008678	0.961	n
OG0008679	0.961	n
OG0008680	0.961	n
OG0008681	0.961	n
OG0008682	0.684	n
OG0008683	0.961	n
OG0008684	0.961	n
OG0008685	0.808	n
OG0008686	0.961	n
OG0008687	0.961	n
OG0008688	0.961	n
OG0008689	0.961	n
OG0008690	0.961	n
OG0008691	0.961	n
OG0008692	0.961	n
OG0008693	0.871	n
OG0008694	0.961	n
OG0008695	0.768	n
OG0008696	0.827	n
OG0008697	0.961	n
OG0008698	0.961	n
OG0008699	0.871	n
OG0008700	0.19	n
OG0008701	0.871	n
OG0008702	0.961	n
OG0008703	0.961	n
OG0008705	0.961	n
OG0008706	0.808	n
OG0008707	0.871	n
OG0008708	0.961	n
OG0008709	0.961	n
OG0008710	0.961	n
OG0008711	0.768	n
OG0008712	0.961	n
OG0008713	0.961	n
OG0008714	0.427	n
OG0008715	0.871	n
OG0008716	0.871	n
OG0008717	0.961	n
OG0008718	0.961	n
OG0008719	0.917	n
OG0008720	0.845	n
OG0008721	0.537	n
OG0008722	0.871	n
OG0008723	0.961	n
OG0008724	0.961	n
OG0008725	0.961	n
OG0008726	0.961	n
OG0008727	0.871	n
OG0008728	0.871	n
OG0008729	0.871	n
OG0008730	0.768	n
OG0008731	0.768	n
OG0008732	0.961	n
OG0008734	0.827	n
OG0008735	0.767	n
OG0008736	0.961	n
OG0008737	0.961	n
OG0008738	0.961	n
OG0008739	0.961	n
OG0008740	0.961	n
OG0008741	0.961	n
OG0008742	0.961	n
OG0008743	0.961	n
OG0008744	0.961	n
OG0008745	0.961	n
OG0008746	0.961	n
OG0008747	0.961	n
OG0008748	0.961	n
OG0008749	0.961	n
OG0008750	0.961	n
OG0008751	0.961	n
OG0008752	0.961	n
OG0008753	0.961	n
OG0008754	0.827	n
OG0008755	0.961	n
OG0008756	0.961	n
OG0008758	0.695	n
OG0008759	0.961	n
OG0008760	0.836	n
OG0008761	0.961	n
OG0008762	0.481	n
OG0008763	0.961	n
OG0008764	0.141	n
OG0008765	0.929	n
OG0008766	0.684	n
OG0008767	0.827	n
OG0008768	0.961	n
OG0008769	0.961	n
OG0008770	0.768	n
OG0008771	0.961	n
OG0008772	0.961	n
OG0008773	0.961	n
OG0008774	0.871	n
OG0008775	0.961	n
OG0008776	0.961	n
OG0008777	0.961	n
OG0008779	0.961	n
OG0008780	0.961	n
OG0008781	0.961	n
OG0008782	0.961	n
OG0008783	0.961	n
OG0008784	0.961	n
OG0008785	0.961	n
OG0008786	0.961	n
OG0008787	0.961	n
OG0008788	0.961	n
OG0008789	0.961	n
OG0008790	0.961	n
OG0008791	0.961	n
OG0008792	0.961	n
OG0008793	0.683	n
OG0008794	0.961	n
OG0008795	0.961	n
OG0008796	0.961	n
OG0008797	0.961	n
OG0008798	0.961	n
OG0008799	0.961	n
OG0008800	0.961	n
OG0008801	0.961	n
OG0008802	0.961	n
OG0008803	0.961	n
OG0008804	0.961	n
OG0008805	0.961	n
OG0008806	0.961	n
OG0008807	0.961	n
OG0008808	0.961	n
OG0008809	0.961	n
OG0008810	0.961	n
OG0008811	0.961	n
OG0008812	0.961	n
OG0008813	0.961	n
OG0008814	0.961	n
OG0008815	0.961	n
OG0008816	0.961	n
OG0008817	0.961	n
OG0008818	0.961	n
OG0008819	0.95	n
OG0008820	0.961	n
OG0008821	0.961	n
OG0008822	0.769	n
OG0008823	0.961	n
OG0008824	0.88	n
OG0008825	0.961	n
OG0008826	0.961	n
OG0008827	0.961	n
OG0008828	0.992	n
OG0008829	0.961	n
OG0008830	0.961	n
OG0008831	0.961	n
OG0008832	0.961	n
OG0008833	0.961	n
OG0008834	0.961	n
OG0008835	0.961	n
OG0008836	0.961	n
OG0008837	0.961	n
OG0008838	0.961	n
OG0008839	0.961	n
OG0008840	0.992	n
OG0008841	0.961	n
OG0008842	0.961	n
OG0008843	0.961	n
OG0008844	0.961	n
OG0008845	0.932	n
OG0008846	0.961	n
OG0008847	0.961	n
OG0008848	0.961	n
OG0008849	0.961	n
OG0008850	0.961	n
OG0008851	0.961	n
OG0008852	0.636	n
OG0008853	0.878	n
OG0008854	0.961	n
OG0008855	0.961	n
OG0008856	0.961	n
OG0008857	0.961	n
OG0008858	0.961	n
OG0008859	0.961	n
OG0008860	0.961	n
OG0008861	0.961	n
OG0008862	0.961	n
OG0008863	0.961	n
OG0008865	0.961	n
OG0008866	0.961	n
OG0008867	0.961	n
OG0008868	0.961	n
OG0008869	0.961	n
OG0008870	0.936	n
OG0008871	0.961	n
OG0008872	0.961	n
OG0008873	0.961	n
OG0008874	0.961	n
OG0008875	0.961	n
OG0008876	0.961	n
OG0008877	0.961	n
OG0008878	0.961	n
OG0008879	0.961	n
OG0008880	0.961	n
OG0008881	0.961	n
OG0008882	0.961	n
OG0008883	0.961	n
OG0008884	0.961	n
OG0008885	0.961	n
OG0008886	0.961	n
OG0008887	0.961	n
OG0008888	0.961	n
OG0008889	0.961	n
OG0008890	0.961	n
OG0008891	0.961	n
OG0008892	0.827	n
OG0008893	0.961	n
OG0008894	0.961	n
OG0008895	0.773	n
OG0008896	0.961	n
OG0008897	0.961	n
OG0008898	0.961	n
OG0008899	0.961	n
OG0008900	0.961	n
OG0008901	0.961	n
OG0008902	0.961	n
OG0008903	0.961	n
OG0008904	0.961	n
OG0008905	0.961	n
OG0008906	0.961	n
OG0008907	0.961	n
OG0008908	0.961	n
OG0008909	0.961	n
OG0008910	0.961	n
OG0008911	0.961	n
OG0008912	0.871	n
OG0008913	0.961	n
OG0008914	0.636	n
OG0008915	0.961	n
OG0008916	0.961	n
OG0008917	0.961	n
OG0008918	0.961	n
OG0008919	0.961	n
OG0008920	0.961	n
OG0008921	0.773	n
OG0008922	0.961	n
OG0008923	0.961	n
OG0008924	0.961	n
OG0008925	0.961	n
OG0008926	0.961	n
OG0008927	0.992	n
OG0008928	0.961	n
OG0008929	0.961	n
OG0008930	0.961	n
OG0008931	0.932	n
OG0008932	0.961	n
OG0008933	0.961	n
OG0008934	0.961	n
OG0008935	0.768	n
OG0008936	0.961	n
OG0008937	0.961	n
OG0008938	0.961	n
OG0008939	0.961	n
OG0008940	0.961	n
OG0008941	0.961	n
OG0008942	0.961	n
OG0008943	0.961	n
OG0008944	0.808	n
OG0008945	0.961	n
OG0008946	0.961	n
OG0008947	0.961	n
OG0008948	0.961	n
OG0008949	0.827	n
OG0008950	0.768	n
OG0008951	0.684	n
OG0008952	0.961	n
OG0008953	0.961	n
OG0008954	0.961	n
OG0008955	0.961	n
OG0008956	0.961	n
OG0008957	0.768	n
OG0008958	0.961	n
OG0008959	0.961	n
OG0008960	0.684	n
OG0008961	0.768	n
OG0008962	0.827	n
OG0008963	0.961	n
OG0008964	0.961	n
OG0008965	0.961	n
OG0008966	0.961	n
OG0008967	0.961	n
OG0008968	0.961	n
OG0008969	0.961	n
OG0008970	0.961	n
OG0008971	0.961	n
OG0008972	0.961	n
OG0008973	0.961	n
OG0008974	0.961	n
OG0008975	0.961	n
OG0008976	0.961	n
OG0008977	0.961	n
OG0008978	0.961	n
OG0008979	0.961	n
OG0008980	0.961	n
OG0008981	0.961	n
OG0008982	0.961	n
OG0008983	0.961	n
OG0008984	0.961	n
OG0008985	0.77	n
OG0008986	0.961	n
OG0008987	0.961	n
OG0008988	0.961	n
OG0008989	0.961	n
OG0008990	0.961	n
OG0008991	0.626	n
OG0008992	0.961	n
OG0008993	0.961	n
OG0008994	0.961	n
OG0008995	0.688	n
OG0008997	0.961	n
OG0008998	0.961	n
OG0008999	0.773	n
OG0009000	0.961	n
OG0009001	0.961	n
OG0009002	0.961	n
OG0009003	0.961	n
OG0009004	0.961	n
OG0009005	0.961	n
OG0009006	0.961	n
OG0009007	0.961	n
OG0009008	0.961	n
OG0009009	0.961	n
OG0009010	0.992	n
OG0009011	0.961	n
OG0009012	0.961	n
OG0009013	0.722	n
OG0009014	0.961	n
OG0009015	0.961	n
OG0009016	0.961	n
OG0009017	0.961	n
OG0009018	0.961	n
OG0009019	0.878	n
OG0009020	0.768	n
OG0009021	0.961	n
OG0009022	0.961	n
OG0009023	0.961	n
OG0009024	0.961	n
OG0009025	0.961	n
OG0009026	0.961	n
OG0009027	0.646	n
OG0009028	0.961	n
OG0009029	0.961	n
OG0009030	0.961	n
OG0009031	0.95	n
OG0009032	0.768	n
OG0009033	0.961	n
OG0009034	0.834	n
OG0009035	0.961	n
OG0009036	0.961	n
OG0009037	0.961	n
OG0009038	0.961	n
OG0009039	0.896	n
OG0009040	0.961	n
OG0009041	0.961	n
OG0009042	0.797	n
OG0009043	0.961	n
OG0009044	0.961	n
OG0009045	0.961	n
OG0009046	0.961	n
OG0009047	0.961	n
OG0009048	0.961	n
OG0009049	0.961	n
OG0009050	0.767	n
OG0009051	0.961	n
OG0009052	0.961	n
OG0009053	0.961	n
OG0009054	0.961	n
OG0009055	0.992	n
OG0009056	0.797	n
OG0009057	0.961	n
OG0009058	0.961	n
OG0009059	0.961	n
OG0009060	0.961	n
OG0009061	0.961	n
OG0009062	0.961	n
OG0009063	0.961	n
OG0009064	0.827	n
OG0009065	0.961	n
OG0009066	0.961	n
OG0009067	0.961	n
OG0009068	0.478	n
OG0009069	0.961	n
OG0009070	0.768	n
OG0009071	0.808	n
OG0009072	0.961	n
OG0009073	0.961	n
OG0009074	0.961	n
OG0009075	0.961	n
OG0009076	0.961	n
OG0009077	0.88	n
OG0009078	0.961	n
OG0009079	0.961	n
OG0009080	0.961	n
OG0009081	0.961	n
OG0009082	0.961	n
OG0009083	0.961	n
OG0009084	0.961	n
OG0009085	0.961	n
OG0009086	0.961	n
OG0009087	0.961	n
OG0009088	0.961	n
OG0009089	0.768	n
OG0009090	0.961	n
OG0009091	0.961	n
OG0009092	0.961	n
OG0009093	0.768	n
OG0009094	0.555	n
OG0009095	0.961	n
OG0009096	0.917	n
OG0009097	0.961	n
OG0009098	0.827	n
OG0009099	0.767	n
OG0009100	0.961	n
OG0009101	0.961	n
OG0009102	0.961	n
OG0009103	0.961	n
OG0009104	0.961	n
OG0009105	0.961	n
OG0009106	0.961	n
OG0009107	0.961	n
OG0009108	0.961	n
OG0009109	0.961	n
OG0009110	0.961	n
OG0009111	0.961	n
OG0009112	0.961	n
OG0009113	0.961	n
OG0009114	0.961	n
OG0009115	0.961	n
OG0009116	0.961	n
OG0009117	0.961	n
OG0009118	0.924	n
OG0009119	0.961	n
OG0009120	0.961	n
OG0009121	0.636	n
OG0009122	0.961	n
OG0009123	0.961	n
OG0009124	0.961	n
OG0009125	0.961	n
OG0009126	0.961	n
OG0009127	0.961	n
OG0009128	0.961	n
OG0009129	0.961	n
OG0009130	0.961	n
OG0009131	0.961	n
OG0009132	0.961	n
OG0009133	0.961	n
OG0009134	0.961	n
OG0009135	0.961	n
OG0009136	0.961	n
OG0009137	0.961	n
OG0009138	0.961	n
OG0009139	0.961	n
OG0009140	0.961	n
OG0009141	0.961	n
OG0009142	0.961	n
OG0009143	0.961	n
OG0009144	0.961	n
OG0009145	0.961	n
OG0009146	0.961	n
OG0009147	0.961	n
OG0009148	0.961	n
OG0009149	0.961	n
OG0009150	0.961	n
OG0009151	0.95	n
OG0009152	0.961	n
OG0009153	0.961	n
OG0009154	0.961	n
OG0009155	0.961	n
OG0009156	0.961	n
OG0009157	0.961	n
OG0009158	0.961	n
OG0009159	0.961	n
OG0009160	0.961	n
OG0009161	0.961	n
OG0009162	0.961	n
OG0009163	0.961	n
OG0009164	0.961	n
OG0009165	0.961	n
OG0009166	0.961	n
OG0009167	0.961	n
OG0009168	0.961	n
OG0009169	0.961	n
OG0009170	0.961	n
OG0009171	0.961	n
OG0009172	0.961	n
OG0009173	0.636	n
OG0009174	0.666	n
OG0009175	0.961	n
OG0009176	0.768	n
OG0009177	0.961	n
OG0009178	0.961	n
OG0009179	0.827	n
OG0009180	0.961	n
OG0009181	0.961	n
OG0009182	0.961	n
OG0009183	0.64	n
OG0009184	0.675	n
OG0009185	0.961	n
OG0009186	0.961	n
OG0009187	0.961	n
OG0009188	0.961	n
OG0009189	0.961	n
OG0009190	0.871	n
OG0009191	0.961	n
OG0009192	0.961	n
OG0009193	0.961	n
OG0009194	0.961	n
OG0009195	0.961	n
OG0009196	0.871	n
OG0009197	0.961	n
OG0009198	0.961	n
OG0009199	0.961	n
OG0009200	0.825	n
OG0009201	0.961	n
OG0009202	0.961	n
OG0009203	0.961	n
OG0009204	0.961	n
OG0009205	0.827	n
OG0009206	0.808	n
OG0009207	0.684	n
OG0009208	0.961	n
OG0009209	0.961	n
OG0009210	0.961	n
OG0009211	0.961	n
OG0009212	0.961	n
OG0009213	0.961	n
OG0009214	0.961	n
OG0009215	0.961	n
OG0009216	0.88	n
OG0009217	0.961	n
OG0009218	0.961	n
OG0009219	0.961	n
OG0009220	0.961	n
OG0009221	0.961	n
OG0009222	0.961	n
OG0009223	0.961	n
OG0009224	0.961	n
OG0009225	0.961	n
OG0009226	0.961	n
OG0009227	0.961	n
OG0009228	0.846	n
OG0009229	0.522	n
OG0009230	0.961	n
OG0009231	0.834	n
OG0009232	0.961	n
OG0009233	0.961	n
OG0009234	0.961	n
OG0009235	0.961	n
OG0009236	0.961	n
OG0009237	0.961	n
OG0009238	0.932	n
OG0009239	0.961	n
OG0009240	0.961	n
OG0009241	0.961	n
OG0009242	0.961	n
OG0009243	0.961	n
OG0009244	0.808	n
OG0009245	0.827	n
OG0009246	0.871	n
OG0009247	0.961	n
OG0009248	0.961	n
OG0009249	0.961	n
OG0009251	0.878	n
OG0009252	0.961	n
OG0009253	0.684	n
OG0009254	0.961	n
OG0009255	0.961	n
OG0009256	0.827	n
OG0009257	0.961	n
OG0009258	0.871	n
OG0009259	0.753	n
OG0009260	0.932	n
OG0009261	0.932	n
OG0009262	0.557	n
OG0009263	0.961	n
OG0009264	0.827	n
OG0009265	0.827	n
OG0009266	0.961	n
OG0009267	0.961	n
OG0009268	0.871	n
OG0009269	0.961	n
OG0009270	0.871	n
OG0009271	0.961	n
OG0009272	0.871	n
OG0009273	0.961	n
OG0009274	0.768	n
OG0009275	0.479	n
OG0009276	0.961	n
OG0009277	0.961	n
OG0009278	0.961	n
OG0009279	0.961	n
OG0009280	0.961	n
OG0009281	0.961	n
OG0009282	0.961	n
OG0009283	0.961	n
OG0009284	0.827	n
OG0009285	0.836	n
OG0009286	0.845	n
OG0009287	0.961	n
OG0009288	0.961	n
OG0009289	0.961	n
OG0009290	0.961	n
OG0009291	0.961	n
OG0009292	0.961	n
OG0009293	0.364	n
OG0009294	0.961	n
OG0009295	0.961	n
OG0009296	0.688	n
OG0009297	0.961	n
OG0009298	0.961	n
OG0009299	0.961	n
OG0009300	0.961	n
OG0009301	0.961	n
OG0009302	0.961	n
OG0009303	0.768	n
OG0009304	0.961	n
OG0009305	0.961	n
OG0009306	0.961	n
OG0009307	0.961	n
OG0009308	0.961	n
OG0009309	0.961	n
OG0009310	0.827	n
OG0009311	0.961	n
OG0009312	0.961	n
OG0009313	0.871	n
OG0009314	0.961	n
OG0009315	0.933	n
OG0009317	0.961	n
OG0009318	0.992	n
OG0009319	0.961	n
OG0009320	0.924	n
OG0009321	0.871	n
OG0009322	0.871	n
OG0009323	0.773	n
OG0009324	0.961	n
OG0009325	0.781	n
OG0009326	0.836	n
OG0009327	0.961	n
OG0009328	0.961	n
OG0009329	0.961	n
OG0009330	0.961	n
OG0009331	0.961	n
OG0009332	0.961	n
OG0009333	0.684	n
OG0009334	0.961	n
OG0009335	0.961	n
OG0009336	0.961	n
OG0009337	0.862	n
OG0009338	0.961	n
OG0009339	0.961	n
OG0009340	0.961	n
OG0009341	0.961	n
OG0009342	0.871	n
OG0009343	0.961	n
OG0009344	0.961	n
OG0009345	0.961	n
OG0009346	0.961	n
OG0009347	0.961	n
OG0009348	0.961	n
OG0009349	0.961	n
OG0009350	0.961	n
OG0009351	0.961	n
OG0009352	0.961	n
OG0009353	0.961	n
OG0009354	0.768	n
OG0009355	0.961	n
OG0009356	0.961	n
OG0009357	0.961	n
OG0009358	0.768	n
OG0009359	0.961	n
OG0009360	0.961	n
OG0009361	0.961	n
OG0009362	0.961	n
OG0009363	0.961	n
OG0009364	0.836	n
OG0009365	0.961	n
OG0009366	0.149	n
OG0009367	0.871	n
OG0009368	0.961	n
OG0009370	0.668	n
OG0009372	0.961	n
OG0009373	0.961	n
OG0009374	0.961	n
OG0009375	0.555	n
OG0009376	0.722	n
OG0009377	0.808	n
OG0009378	0.88	n
OG0009379	0.961	n
OG0009380	0.961	n
OG0009381	0.827	n
OG0009382	0.961	n
OG0009383	0.636	n
OG0009384	0.961	n
OG0009385	0.961	n
OG0009386	0.961	n
OG0009387	0.961	n
OG0009389	0.961	n
OG0009390	0.961	n
OG0009391	0.961	n
OG0009392	0.961	n
OG0009393	0.961	n
OG0009394	0.961	n
OG0009395	0.961	n
OG0009396	0.961	n
OG0009397	0.961	n
OG0009398	0.961	n
OG0009399	0.961	n
OG0009400	0.961	n
OG0009401	0.961	n
OG0009402	0.961	n
OG0009403	0.961	n
OG0009404	0.95	n
OG0009405	0.961	n
OG0009406	0.961	n
OG0009407	0.961	n
OG0009408	0.961	n
OG0009409	0.961	n
OG0009410	0.961	n
OG0009411	0.961	n
OG0009412	0.961	n
OG0009413	0.961	n
OG0009414	0.961	n
OG0009415	0.961	n
OG0009416	0.924	n
OG0009417	0.961	n
OG0009418	0.961	n
OG0009419	0.961	n
OG0009420	0.769	n
OG0009421	0.961	n
OG0009422	0.961	n
OG0009423	0.961	n
OG0009424	0.961	n
OG0009425	0.961	n
OG0009426	0.961	n
OG0009427	0.961	n
OG0009428	0.961	n
OG0009429	0.961	n
OG0009430	0.961	n
OG0009431	0.961	n
OG0009432	0.961	n
OG0009433	0.961	n
OG0009434	0.961	n
OG0009435	0.961	n
OG0009436	0.961	n
OG0009437	0.961	n
OG0009438	0.961	n
OG0009439	0.961	n
OG0009440	0.961	n
OG0009441	0.961	n
OG0009442	0.961	n
OG0009443	0.961	n
OG0009444	0.961	n
OG0009445	0.961	n
OG0009446	0.961	n
OG0009447	0.961	n
OG0009448	0.961	n
OG0009449	0.961	n
OG0009450	0.961	n
OG0009451	0.961	n
OG0009452	0.961	n
OG0009453	0.961	n
OG0009454	0.961	n
OG0009455	0.961	n
OG0009456	0.961	n
OG0009457	0.961	n
OG0009458	0.636	n
OG0009459	0.961	n
OG0009460	0.961	n
OG0009461	0.961	n
OG0009462	0.961	n
OG0009463	0.961	n
OG0009464	0.961	n
OG0009465	0.961	n
OG0009466	0.961	n
OG0009467	0.961	n
OG0009468	0.961	n
OG0009470	0.961	n
OG0009471	0.961	n
OG0009472	0.961	n
OG0009473	0.961	n
OG0009474	0.961	n
OG0009475	0.961	n
OG0009476	0.961	n
OG0009477	0.961	n
OG0009478	0.961	n
OG0009479	0.961	n
OG0009480	0.961	n
OG0009481	0.961	n
OG0009482	0.961	n
OG0009483	0.961	n
OG0009484	0.961	n
OG0009485	0.961	n
OG0009486	0.961	n
OG0009487	0.961	n
OG0009488	0.961	n
OG0009489	0.961	n
OG0009490	0.961	n
OG0009491	0.961	n
OG0009492	0.961	n
OG0009493	0.961	n
OG0009494	0.961	n
OG0009495	0.961	n
OG0009496	0.961	n
OG0009497	0.961	n
OG0009498	0.961	n
OG0009499	0.961	n
OG0009500	0.961	n
OG0009501	0.961	n
OG0009502	0.726	n
OG0009503	0.961	n
OG0009504	0.961	n
OG0009505	0.961	n
OG0009506	0.961	n
OG0009507	0.961	n
OG0009508	0.961	n
OG0009509	0.961	n
OG0009510	0.961	n
OG0009511	0.961	n
OG0009512	0.961	n
OG0009513	0.961	n
OG0009514	0.961	n
OG0009515	0.961	n
OG0009516	0.961	n
OG0009517	0.961	n
OG0009518	0.961	n
OG0009519	0.961	n
OG0009520	0.961	n
OG0009521	0.961	n
OG0009522	0.961	n
OG0009523	0.961	n
OG0009524	0.961	n
OG0009525	0.961	n
OG0009526	0.961	n
OG0009527	0.961	n
OG0009528	0.961	n
OG0009529	0.961	n
OG0009530	0.961	n
OG0009531	0.961	n
OG0009532	0.961	n
OG0009533	0.961	n
OG0009534	0.961	n
OG0009535	0.961	n
OG0009536	0.961	n
OG0009537	0.961	n
OG0009538	0.961	n
OG0009539	0.961	n
OG0009540	0.726	n
OG0009541	0.961	n
OG0009542	0.961	n
OG0009543	0.961	n
OG0009544	0.961	n
OG0009545	0.961	n
OG0009546	0.961	n
OG0009547	0.961	n
OG0009548	0.961	n
OG0009549	0.961	n
OG0009550	0.961	n
OG0009551	0.961	n
OG0009552	0.961	n
OG0009553	0.961	n
OG0009554	0.961	n
OG0009555	0.961	n
OG0009556	0.961	n
OG0009557	0.961	n
OG0009558	0.961	n
OG0009559	0.961	n
OG0009560	0.961	n
OG0009561	0.961	n
OG0009562	0.961	n
OG0009563	0.961	n
OG0009564	0.961	n
OG0009565	0.961	n
OG0009566	0.961	n
OG0009567	0.836	n
OG0009568	0.961	n
OG0009569	0.961	n
OG0009570	0.961	n
OG0009571	0.961	n
OG0009572	0.961	n
OG0009573	0.961	n
OG0009574	0.961	n
OG0009575	0.961	n
OG0009576	0.961	n
OG0009577	0.961	n
OG0009578	0.961	n
OG0009579	0.961	n
OG0009580	0.961	n
OG0009581	0.961	n
OG0009582	0.961	n
OG0009583	0.961	n
OG0009584	0.961	n
OG0009585	0.961	n
OG0009586	0.961	n
OG0009587	0.961	n
OG0009588	0.961	n
OG0009589	0.961	n
OG0009590	0.961	n
OG0009591	0.961	n
OG0009592	0.961	n
OG0009593	0.961	n
OG0009594	0.961	n
OG0009595	0.961	n
OG0009596	0.878	n
OG0009597	0.961	n
OG0009598	0.961	n
OG0009599	0.961	n
OG0009600	0.961	n
OG0009601	0.769	n
OG0009602	0.961	n
OG0009603	0.961	n
OG0009604	0.961	n
OG0009605	0.961	n
OG0009606	0.961	n
OG0009607	0.961	n
OG0009608	0.961	n
OG0009609	0.961	n
OG0009610	0.961	n
