#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
OG0002344	1.96187	2.13637e-09	2.13658e-09	0.999903	*
OG0002345	0.0381341	2.8529e-09	1.32247e-07	0.0215726	N/S
OG0002345	1.96187	1.29394e-07	1.32247e-07	0.978427	*
OG0002346	0.0381341	1.69428e-10	7.18192e-08	0.0023591	N/S
OG0002346	1.96187	7.16498e-08	7.18192e-08	0.997641	*
OG0002347	0.0381341	4.95997e-11	1.52329e-08	0.0032561	N/S
OG0002347	1.96187	1.51833e-08	1.52329e-08	0.996744	*
OG0002348	0.0381341	4.10804e-09	5.19325e-07	0.00791036	N/S
OG0002348	1.96187	5.15216e-07	5.19325e-07	0.99209	*
OG0002349	0.0381341	7.18213e-10	3.97129e-08	0.0180851	N/S
OG0002349	1.96187	3.89947e-08	3.97129e-08	0.981915	*
OG0002350	0.0381341	2.46173e-12	9.46039e-09	0.000260214	N/S
OG0002350	1.96187	9.45793e-09	9.46039e-09	0.99974	*
OG0002352	0.0381341	2.9564e-10	2.59593e-07	0.00113886	N/S
OG0002352	1.96187	2.59298e-07	2.59593e-07	0.998861	*
OG0002354	0.0381341	9.88719e-10	1.05007e-07	0.00941576	N/S
OG0002354	1.96187	1.04018e-07	1.05007e-07	0.990584	*
OG0002355	0.0381341	4.54568e-06	7.95444e-06	0.571464	N/S
OG0002355	1.96187	3.40876e-06	7.95444e-06	0.428536	N/S
OG0002356	0.0381341	4.54568e-06	7.95444e-06	0.571464	N/S
OG0002356	1.96187	3.40876e-06	7.95444e-06	0.428536	N/S
OG0002357	0.0381341	8.77433e-06	1.14144e-05	0.768707	N/S
OG0002357	1.96187	2.64007e-06	1.14144e-05	0.231293	N/S
OG0002358	0.0381341	1.10504e-07	5.94293e-07	0.185942	N/S
OG0002358	1.96187	4.83789e-07	5.94293e-07	0.814058	N/S
OG0002360	0.0381341	1.49928e-10	1.4869e-08	0.0100833	N/S
OG0002360	1.96187	1.47191e-08	1.4869e-08	0.989917	*
OG0002361	0.0381341	1.42437e-10	1.6243e-08	0.00876913	N/S
OG0002361	1.96187	1.61006e-08	1.6243e-08	0.991231	*
OG0002362	0.0381341	2.68889e-08	4.16859e-07	0.0645035	N/S
OG0002362	1.96187	3.8997e-07	4.16859e-07	0.935496	N/S
OG0002363	0.0381341	3.72237e-18	8.85286e-11	4.2047e-08	N/S
OG0002363	1.96187	8.85286e-11	8.85286e-11	1	*
OG0002364	0.0381341	1.06808e-08	2.37562e-07	0.0449601	N/S
OG0002364	1.96187	2.26881e-07	2.37562e-07	0.95504	*
OG0002365	0.0381341	1.47455e-15	4.01777e-10	3.67007e-06	N/S
OG0002365	1.96187	4.01775e-10	4.01777e-10	0.999996	*
OG0002366	0.0381341	3.10042e-09	1.1399e-07	0.0271989	N/S
OG0002366	1.96187	1.1089e-07	1.1399e-07	0.972801	*
OG0002367	0.0381341	6.76556e-08	8.97096e-07	0.0754162	N/S
OG0002367	1.96187	8.29441e-07	8.97096e-07	0.924584	N/S
OG0002370	0.0381341	1.51594e-29	2.7006e-15	5.61332e-15	N/S
OG0002370	1.96187	2.7006e-15	2.7006e-15	1	*
OG0002371	0.0381341	1.90937e-07	1.7019e-06	0.112191	N/S
OG0002371	1.96187	1.51096e-06	1.7019e-06	0.887809	N/S
OG0002372	0.0381341	7.40468e-06	1.33606e-05	0.554217	N/S
OG0002372	1.96187	5.95594e-06	1.33606e-05	0.445783	N/S
OG0002373	0.0381341	1.04727e-07	8.20987e-07	0.127563	N/S
OG0002373	1.96187	7.1626e-07	8.20987e-07	0.872437	N/S
OG0002374	0.0381341	7.40468e-06	1.33606e-05	0.554217	N/S
OG0002374	1.96187	5.95594e-06	1.33606e-05	0.445783	N/S
OG0002375	0.0381341	4.54568e-06	7.95444e-06	0.571464	N/S
OG0002375	1.96187	3.40876e-06	7.95444e-06	0.428536	N/S
OG0002378	0.0381341	1.83584e-11	6.80407e-09	0.00269815	N/S
OG0002378	1.96187	6.78571e-09	6.80407e-09	0.997302	*
OG0002379	0.0381341	8.23793e-15	1.73897e-10	4.73726e-05	N/S
OG0002379	1.96187	1.73888e-10	1.73897e-10	0.999953	*
OG0002380	0.0381341	1.4756e-09	8.07028e-08	0.0182844	N/S
OG0002380	1.96187	7.92272e-08	8.07028e-08	0.981716	*
OG0002381	0.0381341	1.30429e-11	1.10064e-08	0.00118502	N/S
OG0002381	1.96187	1.09934e-08	1.10064e-08	0.998815	*
OG0002383	0.0381341	2.32884e-08	1.7911e-07	0.130023	N/S
OG0002383	1.96187	1.55822e-07	1.7911e-07	0.869977	N/S
OG0002385	0.0381341	1.03611e-09	3.87739e-08	0.0267217	N/S
OG0002385	1.96187	3.77378e-08	3.87739e-08	0.973278	*
OG0002386	0.0381341	2.69533e-08	4.45098e-07	0.0605559	N/S
OG0002386	1.96187	4.18145e-07	4.45098e-07	0.939444	N/S
OG0002388	0.0381341	1.54455e-18	5.1175e-11	3.01818e-08	N/S
OG0002388	1.96187	5.1175e-11	5.1175e-11	1	*
OG0002389	0.0381341	4.54568e-06	7.95444e-06	0.571464	N/S
OG0002389	1.96187	3.40876e-06	7.95444e-06	0.428536	N/S
OG0002390	0.0381341	3.48033e-10	1.42e-08	0.0245093	N/S
OG0002390	1.96187	1.3852e-08	1.42e-08	0.975491	*
OG0002391	0.0381341	1.95256e-14	1.09232e-09	1.78754e-05	N/S
OG0002391	1.96187	1.0923e-09	1.09232e-09	0.999982	*
OG0002392	0.0381341	2.41763e-08	2.27229e-07	0.106396	N/S
OG0002392	1.96187	2.03053e-07	2.27229e-07	0.893604	N/S
OG0002393	0.0381341	1.00465e-08	1.91049e-07	0.0525857	N/S
OG0002393	1.96187	1.81003e-07	1.91049e-07	0.947414	N/S
OG0002395	0.0381341	2.25418e-16	2.75548e-11	8.1807e-06	N/S
OG0002395	1.96187	2.75546e-11	2.75548e-11	0.999992	*
OG0002396	0.0381341	5.6734e-16	5.80093e-10	9.78016e-07	N/S
OG0002396	1.96187	5.80093e-10	5.80093e-10	0.999999	*
OG0002400	0.0381341	4.54568e-06	7.95444e-06	0.571464	N/S
OG0002400	1.96187	3.40876e-06	7.95444e-06	0.428536	N/S
OG0002401	0.0381341	1.96979e-07	2.69086e-06	0.0732031	N/S
OG0002401	1.96187	2.49388e-06	2.69086e-06	0.926797	N/S
OG0002403	0.0381341	1.27037e-27	4.98348e-14	2.54915e-14	N/S
OG0002403	1.96187	4.98348e-14	4.98348e-14	1	*
OG0002406	0.0381341	1.21089e-17	3.79473e-10	3.19099e-08	N/S
OG0002406	1.96187	3.79473e-10	3.79473e-10	1	*
OG0002407	0.0381341	2.85434e-08	5.08363e-07	0.0561477	N/S
OG0002407	1.96187	4.7982e-07	5.08363e-07	0.943852	N/S
OG0002408	0.0381341	2.27983e-12	1.30551e-08	0.000174632	N/S
OG0002408	1.96187	1.30528e-08	1.30551e-08	0.999825	*
OG0002409	0.0381341	5.10315e-07	8.77603e-07	0.581487	N/S
OG0002409	1.96187	3.67289e-07	8.77603e-07	0.418513	N/S
OG0002410	0.0381341	3.06787e-06	5.9251e-06	0.517776	N/S
OG0002410	1.96187	2.85723e-06	5.9251e-06	0.482224	N/S
OG0002411	0.0381341	1.11054e-11	9.19507e-08	0.000120775	N/S
OG0002411	1.96187	9.19396e-08	9.19507e-08	0.999879	*
OG0002412	0.0381341	7.40468e-06	1.33606e-05	0.554217	N/S
OG0002412	1.96187	5.95594e-06	1.33606e-05	0.445783	N/S
OG0002413	0.0381341	1.25388e-19	1.02919e-12	1.21832e-07	N/S
OG0002413	1.96187	1.02919e-12	1.02919e-12	1	*
OG0002415	0.0381341	5.41826e-08	6.95541e-07	0.0779	N/S
OG0002415	1.96187	6.41358e-07	6.95541e-07	0.9221	N/S
OG0002417	0.0381341	1.72773e-09	6.6281e-08	0.0260668	N/S
OG0002417	1.96187	6.45532e-08	6.6281e-08	0.973933	*
OG0002419	0.0381341	1.65447e-09	4.25094e-08	0.0389202	N/S
OG0002419	1.96187	4.08549e-08	4.25094e-08	0.96108	*
OG0002420	0.0381341	1.80388e-09	9.02325e-08	0.0199915	N/S
OG0002420	1.96187	8.84286e-08	9.02325e-08	0.980008	*
OG0002421	0.0381341	1.44313e-09	8.22197e-07	0.00175522	N/S
OG0002421	1.96187	8.20754e-07	8.22197e-07	0.998245	*
OG0002422	0.0381341	3.84284e-09	2.57362e-07	0.0149316	N/S
OG0002422	1.96187	2.5352e-07	2.57362e-07	0.985068	*
OG0002423	0.0381341	2.71242e-12	1.05005e-07	2.58313e-05	N/S
OG0002423	1.96187	1.05002e-07	1.05005e-07	0.999974	*
OG0002424	0.0381341	2.26626e-08	8.88968e-07	0.0254931	N/S
OG0002424	1.96187	8.66305e-07	8.88968e-07	0.974507	*
OG0002425	0.0381341	3.7585e-09	5.12359e-07	0.00733567	N/S
OG0002425	1.96187	5.08601e-07	5.12359e-07	0.992664	*
OG0002426	0.0381341	2.26626e-08	8.88968e-07	0.0254931	N/S
OG0002426	1.96187	8.66305e-07	8.88968e-07	0.974507	*
OG0002427	0.0381341	2.39362e-11	5.91183e-08	0.000404887	N/S
OG0002427	1.96187	5.90944e-08	5.91183e-08	0.999595	*
OG0002428	0.0381341	7.55224e-08	3.94806e-07	0.19129	N/S
OG0002428	1.96187	3.19284e-07	3.94806e-07	0.80871	N/S
OG0002429	0.0381341	3.6684e-11	1.75828e-08	0.00208636	N/S
OG0002429	1.96187	1.75461e-08	1.75828e-08	0.997914	*
OG0002430	0.0381341	3.56821e-05	4.15543e-05	0.858686	N/S
OG0002430	1.96187	5.87223e-06	4.15543e-05	0.141314	N/S
OG0002431	0.0381341	1.56956e-19	4.38596e-12	3.57859e-08	N/S
OG0002431	1.96187	4.38596e-12	4.38596e-12	1	*
OG0002432	0.0381341	4.54568e-06	7.95444e-06	0.571464	N/S
OG0002432	1.96187	3.40876e-06	7.95444e-06	0.428536	N/S
OG0002434	0.0381341	2.8757e-11	7.48601e-09	0.00384143	N/S
OG0002434	1.96187	7.45725e-09	7.48601e-09	0.996159	*
OG0002436	0.0381341	5.43596e-08	8.19054e-07	0.0663687	N/S
OG0002436	1.96187	7.64695e-07	8.19054e-07	0.933631	N/S
OG0002441	0.0381341	2.58194e-08	3.26301e-07	0.0791275	N/S
OG0002441	1.96187	3.00482e-07	3.26301e-07	0.920872	N/S
OG0002442	0.0381341	3.40149e-14	6.45089e-09	5.2729e-06	N/S
OG0002442	1.96187	6.45086e-09	6.45089e-09	0.999995	*
OG0002443	0.0381341	7.38599e-08	5.81536e-07	0.127008	N/S
OG0002443	1.96187	5.07676e-07	5.81536e-07	0.872992	N/S
OG0002444	0.0381341	7.98665e-14	2.46794e-09	3.23616e-05	N/S
OG0002444	1.96187	2.46786e-09	2.46794e-09	0.999968	*
OG0002445	0.0381341	4.54568e-06	7.95444e-06	0.571464	N/S
OG0002445	1.96187	3.40876e-06	7.95444e-06	0.428536	N/S
OG0002447	0.0381341	1.20416e-07	1.01019e-06	0.119201	N/S
OG0002447	1.96187	8.89776e-07	1.01019e-06	0.880799	N/S
OG0002448	0.0381341	1.54386e-09	1.05632e-07	0.0146155	N/S
OG0002448	1.96187	1.04088e-07	1.05632e-07	0.985384	*
OG0002449	0.0381341	5.10982e-07	8.83542e-07	0.578334	N/S
OG0002449	1.96187	3.72559e-07	8.83542e-07	0.421666	N/S
OG0002450	0.0381341	1.19274e-08	4.91295e-07	0.0242774	N/S
OG0002450	1.96187	4.79368e-07	4.91295e-07	0.975723	*
OG0002451	0.0381341	2.27983e-12	1.30551e-08	0.000174632	N/S
OG0002451	1.96187	1.30528e-08	1.30551e-08	0.999825	*
OG0002452	0.0381341	3.10755e-14	6.72088e-10	4.62373e-05	N/S
OG0002452	1.96187	6.72057e-10	6.72088e-10	0.999954	*
OG0002453	0.0381341	2.3086e-10	7.08881e-08	0.00325668	N/S
OG0002453	1.96187	7.06573e-08	7.08881e-08	0.996743	*
OG0002454	0.0381341	5.41826e-08	6.95541e-07	0.0779	N/S
OG0002454	1.96187	6.41358e-07	6.95541e-07	0.9221	N/S
OG0002455	0.0381341	2.24433e-09	1.82774e-07	0.0122793	N/S
OG0002455	1.96187	1.80529e-07	1.82774e-07	0.987721	*
OG0002456	0.0381341	2.26626e-08	8.88968e-07	0.0254931	N/S
OG0002456	1.96187	8.66305e-07	8.88968e-07	0.974507	*
OG0002457	0.0381341	4.60551e-08	3.79973e-07	0.121206	N/S
OG0002457	1.96187	3.33918e-07	3.79973e-07	0.878794	N/S
OG0002458	0.0381341	1.80388e-09	9.02325e-08	0.0199915	N/S
OG0002458	1.96187	8.84286e-08	9.02325e-08	0.980008	*
OG0002459	0.0381341	1.04727e-07	8.20987e-07	0.127563	N/S
OG0002459	1.96187	7.1626e-07	8.20987e-07	0.872437	N/S
OG0002460	0.0381341	5.13003e-16	3.88922e-11	1.31904e-05	N/S
OG0002460	1.96187	3.88917e-11	3.88922e-11	0.999987	*
OG0002461	0.0381341	1.63504e-14	1.93e-09	8.4717e-06	N/S
OG0002461	1.96187	1.92998e-09	1.93e-09	0.999992	*
OG0002462	0.0381341	1.5943e-10	1.9585e-08	0.00814043	N/S
OG0002462	1.96187	1.94256e-08	1.9585e-08	0.99186	*
OG0002464	0.0381341	7.12018e-10	2.40554e-08	0.0295991	N/S
OG0002464	1.96187	2.33433e-08	2.40554e-08	0.970401	*
OG0002470	0.0381341	5.99701e-23	2.27882e-12	2.63163e-11	N/S
OG0002470	1.96187	2.27882e-12	2.27882e-12	1	*
OG0002471	0.0381341	1.92463e-48	1.43167e-20	1.34433e-28	N/S
OG0002471	1.96187	1.43167e-20	1.43167e-20	1	*
OG0002472	0.0381341	6.71028e-39	3.93847e-17	1.70378e-22	N/S
OG0002472	1.96187	3.93847e-17	3.93847e-17	1	*
OG0002475	0.0381341	3.57853e-43	1.08584e-18	3.29564e-25	N/S
OG0002475	1.96187	1.08584e-18	1.08584e-18	1	*
OG0002479	0.0381341	5.22196e-51	3.55707e-20	1.46805e-31	N/S
OG0002479	1.96187	3.55707e-20	3.55707e-20	1	*
OG0002486	0.0381341	3.7195e-05	4.46118e-05	0.833749	N/S
OG0002486	1.96187	7.41676e-06	4.46118e-05	0.166251	N/S
OG0002487	0.0381341	2.41763e-08	2.27229e-07	0.106396	N/S
OG0002487	1.96187	2.03053e-07	2.27229e-07	0.893604	N/S
OG0002488	0.0381341	5.41826e-08	6.95541e-07	0.0779	N/S
OG0002488	1.96187	6.41358e-07	6.95541e-07	0.9221	N/S
OG0002489	0.0381341	4.98618e-08	5.17844e-07	0.0962873	N/S
OG0002489	1.96187	4.67983e-07	5.17844e-07	0.903713	N/S
OG0002492	0.0381341	5.41826e-08	6.95541e-07	0.0779	N/S
OG0002492	1.96187	6.41358e-07	6.95541e-07	0.9221	N/S
OG0002493	0.0381341	1.58887e-10	2.0023e-08	0.00793522	N/S
OG0002493	1.96187	1.98641e-08	2.0023e-08	0.992065	*
OG0002494	0.0381341	2.00412e-06	3.9374e-06	0.508996	N/S
OG0002494	1.96187	1.93328e-06	3.9374e-06	0.491004	N/S
OG0002496	0.0381341	3.7195e-05	4.46118e-05	0.833749	N/S
OG0002496	1.96187	7.41676e-06	4.46118e-05	0.166251	N/S
OG0002497	0.0381341	2.34427e-09	1.23126e-07	0.0190396	N/S
OG0002497	1.96187	1.20782e-07	1.23126e-07	0.98096	*
OG0002499	0.0381341	1.0567e-07	4.00981e-07	0.263528	N/S
OG0002499	1.96187	2.95311e-07	4.00981e-07	0.736472	N/S
OG0002500	0.0381341	7.64974e-16	5.0424e-10	1.51708e-06	N/S
OG0002500	1.96187	5.0424e-10	5.0424e-10	0.999998	*
OG0002504	0.0381341	4.59963e-13	4.50608e-09	0.000102076	N/S
OG0002504	1.96187	4.50562e-09	4.50608e-09	0.999898	*
OG0002506	0.0381341	1.04727e-07	8.20987e-07	0.127563	N/S
OG0002506	1.96187	7.1626e-07	8.20987e-07	0.872437	N/S
OG0002507	0.0381341	6.72263e-07	2.73375e-06	0.245912	N/S
OG0002507	1.96187	2.06149e-06	2.73375e-06	0.754088	N/S
OG0002508	0.0381341	2.45492e-09	2.15889e-07	0.0113712	N/S
OG0002508	1.96187	2.13434e-07	2.15889e-07	0.988629	*
OG0002509	0.0381341	4.04125e-05	5.20402e-05	0.776563	N/S
OG0002509	1.96187	1.16277e-05	5.20402e-05	0.223437	N/S
OG0002510	0.0381341	1.90937e-07	1.7019e-06	0.112191	N/S
OG0002510	1.96187	1.51096e-06	1.7019e-06	0.887809	N/S
OG0002511	0.0381341	8.61854e-09	5.90289e-08	0.146005	N/S
OG0002511	1.96187	5.04104e-08	5.90289e-08	0.853995	N/S
OG0002512	0.0381341	1.06808e-08	2.37562e-07	0.0449601	N/S
OG0002512	1.96187	2.26881e-07	2.37562e-07	0.95504	*
OG0002513	0.0381341	8.20281e-10	7.23249e-08	0.0113416	N/S
OG0002513	1.96187	7.15046e-08	7.23249e-08	0.988658	*
OG0002514	0.0381341	1.2897e-10	4.51062e-09	0.0285926	N/S
OG0002514	1.96187	4.38165e-09	4.51062e-09	0.971407	*
OG0002515	0.0381341	8.79062e-09	1.42504e-07	0.0616869	N/S
OG0002515	1.96187	1.33713e-07	1.42504e-07	0.938313	N/S
OG0002516	0.0381341	5.10303e-07	8.42545e-07	0.605669	N/S
OG0002516	1.96187	3.32242e-07	8.42545e-07	0.394331	N/S
OG0002518	0.0381341	5.76713e-07	1.15238e-06	0.500453	N/S
OG0002518	1.96187	5.75669e-07	1.15238e-06	0.499547	N/S
OG0002519	0.0381341	2.74251e-21	7.31843e-12	3.74741e-10	N/S
OG0002519	1.96187	7.31843e-12	7.31843e-12	1	*
OG0002520	0.0381341	8.05449e-08	9.9285e-07	0.0811249	N/S
OG0002520	1.96187	9.12305e-07	9.9285e-07	0.918875	N/S
OG0002521	0.0381341	1.14764e-13	6.03559e-09	1.90145e-05	N/S
OG0002521	1.96187	6.03548e-09	6.03559e-09	0.999981	*
OG0002522	0.0381341	3.65298e-09	3.14513e-07	0.0116147	N/S
OG0002522	1.96187	3.1086e-07	3.14513e-07	0.988385	*
OG0002523	0.0381341	6.3274e-08	8.87166e-07	0.0713215	N/S
OG0002523	1.96187	8.23892e-07	8.87166e-07	0.928679	N/S
OG0002524	0.0381341	4.3726e-12	2.27342e-08	0.000192335	N/S
OG0002524	1.96187	2.27299e-08	2.27342e-08	0.999808	*
OG0002525	0.0381341	2.20759e-19	9.01551e-12	2.44865e-08	N/S
OG0002525	1.96187	9.01551e-12	9.01551e-12	1	*
OG0002526	0.0381341	1.06808e-08	2.37562e-07	0.0449601	N/S
OG0002526	1.96187	2.26881e-07	2.37562e-07	0.95504	*
OG0002527	0.0381341	3.7195e-05	4.46118e-05	0.833749	N/S
OG0002527	1.96187	7.41676e-06	4.46118e-05	0.166251	N/S
OG0002528	0.0381341	1.09527e-12	5.4995e-09	0.000199159	N/S
OG0002528	1.96187	5.4984e-09	5.4995e-09	0.999801	*
OG0002529	0.0381341	9.97664e-12	4.44375e-08	0.000224509	N/S
OG0002529	1.96187	4.44276e-08	4.44375e-08	0.999775	*
OG0002530	0.0381341	3.25811e-08	3.19858e-07	0.101861	N/S
OG0002530	1.96187	2.87277e-07	3.19858e-07	0.898139	N/S
OG0002531	0.0381341	2.911e-09	1.5783e-07	0.0184439	N/S
OG0002531	1.96187	1.54919e-07	1.5783e-07	0.981556	*
OG0002532	0.0381341	6.03935e-07	1.6212e-06	0.372523	N/S
OG0002532	1.96187	1.01727e-06	1.6212e-06	0.627477	N/S
OG0002533	0.0381341	5.96037e-08	7.29022e-07	0.0817584	N/S
OG0002533	1.96187	6.69419e-07	7.29022e-07	0.918242	N/S
OG0002534	0.0381341	2.01221e-09	1.38323e-07	0.0145472	N/S
OG0002534	1.96187	1.36311e-07	1.38323e-07	0.985453	*
OG0002535	0.0381341	7.55224e-08	3.94806e-07	0.19129	N/S
OG0002535	1.96187	3.19284e-07	3.94806e-07	0.80871	N/S
OG0002536	0.0381341	1.82275e-11	1.81686e-08	0.00100324	N/S
OG0002536	1.96187	1.81504e-08	1.81686e-08	0.998997	*
OG0002537	0.0381341	2.40269e-09	1.83573e-07	0.0130885	N/S
OG0002537	1.96187	1.8117e-07	1.83573e-07	0.986911	*
OG0002538	0.0381341	9.14161e-16	4.92015e-10	1.85799e-06	N/S
OG0002538	1.96187	4.92014e-10	4.92015e-10	0.999998	*
OG0002539	0.0381341	1.10473e-18	1.97648e-10	5.58939e-09	N/S
OG0002539	1.96187	1.97648e-10	1.97648e-10	1	*
OG0002540	0.0381341	7.40468e-06	1.33606e-05	0.554217	N/S
OG0002540	1.96187	5.95594e-06	1.33606e-05	0.445783	N/S
OG0002541	0.0381341	1.31203e-07	1.72522e-06	0.0760501	N/S
OG0002541	1.96187	1.59402e-06	1.72522e-06	0.92395	N/S
OG0002542	0.0381341	1.5724e-07	1.12835e-06	0.139354	N/S
OG0002542	1.96187	9.71108e-07	1.12835e-06	0.860646	N/S
OG0002543	0.0381341	2.04672e-18	1.22011e-10	1.67749e-08	N/S
OG0002543	1.96187	1.22011e-10	1.22011e-10	1	*
OG0002544	0.0381341	3.41954e-05	3.87272e-05	0.882979	N/S
OG0002544	1.96187	4.53188e-06	3.87272e-05	0.117021	N/S
OG0002545	0.0381341	0.0022882	0.00234	0.977863	*
OG0002545	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0002546	0.0381341	1.61616e-06	3.75373e-06	0.430546	N/S
OG0002546	1.96187	2.13758e-06	3.75373e-06	0.569454	N/S
OG0002548	0.0381341	2.62849e-10	1.24943e-07	0.00210375	N/S
OG0002548	1.96187	1.2468e-07	1.24943e-07	0.997896	*
OG0002549	0.0381341	9.88772e-08	1.06114e-06	0.0931805	N/S
OG0002549	1.96187	9.62259e-07	1.06114e-06	0.906819	N/S
OG0002550	0.0381341	6.03096e-07	1.54194e-06	0.391129	N/S
OG0002550	1.96187	9.38841e-07	1.54194e-06	0.608871	N/S
OG0002551	0.0381341	4.04125e-05	5.20402e-05	0.776563	N/S
OG0002551	1.96187	1.16277e-05	5.20402e-05	0.223437	N/S
OG0002553	0.0381341	3.41954e-05	3.87272e-05	0.882979	N/S
OG0002553	1.96187	4.53188e-06	3.87272e-05	0.117021	N/S
OG0002554	0.0381341	2.67028e-09	3.51971e-07	0.00758663	N/S
OG0002554	1.96187	3.49301e-07	3.51971e-07	0.992413	*
OG0002555	0.0381341	2.45492e-09	2.15889e-07	0.0113712	N/S
OG0002555	1.96187	2.13434e-07	2.15889e-07	0.988629	*
OG0002556	0.0381341	6.3274e-08	8.87166e-07	0.0713215	N/S
OG0002556	1.96187	8.23892e-07	8.87166e-07	0.928679	N/S
OG0002557	0.0381341	3.41954e-05	3.87272e-05	0.882979	N/S
OG0002557	1.96187	4.53188e-06	3.87272e-05	0.117021	N/S
OG0002558	0.0381341	3.41954e-05	3.87272e-05	0.882979	N/S
OG0002558	1.96187	4.53188e-06	3.87272e-05	0.117021	N/S
OG0002559	0.0381341	4.04125e-05	5.20402e-05	0.776563	N/S
OG0002559	1.96187	1.16277e-05	5.20402e-05	0.223437	N/S
OG0002560	0.0381341	6.04758e-07	1.61551e-06	0.374346	N/S
OG0002560	1.96187	1.01075e-06	1.61551e-06	0.625654	N/S
OG0002561	0.0381341	6.3274e-08	8.87166e-07	0.0713215	N/S
OG0002561	1.96187	8.23892e-07	8.87166e-07	0.928679	N/S
OG0002562	0.0381341	5.43596e-08	8.19054e-07	0.0663687	N/S
OG0002562	1.96187	7.64695e-07	8.19054e-07	0.933631	N/S
OG0002563	0.0381341	1.114e-09	1.96813e-07	0.0056602	N/S
OG0002563	1.96187	1.95699e-07	1.96813e-07	0.99434	*
OG0002564	0.0381341	9.67324e-06	1.64558e-05	0.587833	N/S
OG0002564	1.96187	6.78253e-06	1.64558e-05	0.412167	N/S
OG0002565	0.0381341	1.05525e-09	1.62223e-07	0.0065049	N/S
OG0002565	1.96187	1.61168e-07	1.62223e-07	0.993495	*
OG0002566	0.0381341	3.06787e-06	5.9251e-06	0.517776	N/S
OG0002566	1.96187	2.85723e-06	5.9251e-06	0.482224	N/S
OG0002568	0.0381341	1.05737e-07	4.02846e-07	0.262476	N/S
OG0002568	1.96187	2.97109e-07	4.02846e-07	0.737524	N/S
OG0002569	0.0381341	3.2654e-05	3.52186e-05	0.927181	N/S
OG0002569	1.96187	2.56458e-06	3.52186e-05	0.0728189	N/S
OG0002570	0.0381341	6.00502e-11	1.89338e-08	0.00317158	N/S
OG0002570	1.96187	1.88738e-08	1.89338e-08	0.996828	*
OG0002571	0.0381341	3.06787e-06	5.9251e-06	0.517776	N/S
OG0002571	1.96187	2.85723e-06	5.9251e-06	0.482224	N/S
OG0002572	0.0381341	1.20416e-07	1.01019e-06	0.119201	N/S
OG0002572	1.96187	8.89776e-07	1.01019e-06	0.880799	N/S
OG0002573	0.0381341	4.09709e-12	2.17665e-08	0.000188229	N/S
OG0002573	1.96187	2.17624e-08	2.17665e-08	0.999812	*
OG0002574	0.0381341	0.0022882	0.00234	0.977863	*
OG0002574	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0002575	0.0381341	6.03935e-07	1.6212e-06	0.372523	N/S
OG0002575	1.96187	1.01727e-06	1.6212e-06	0.627477	N/S
OG0002577	0.0381341	3.7195e-05	4.46118e-05	0.833749	N/S
OG0002577	1.96187	7.41676e-06	4.46118e-05	0.166251	N/S
OG0002579	0.0381341	5.80037e-07	1.45135e-06	0.399654	N/S
OG0002579	1.96187	8.7131e-07	1.45135e-06	0.600346	N/S
OG0002580	0.0381341	8.14876e-10	8.24811e-08	0.00987954	N/S
OG0002580	1.96187	8.16662e-08	8.24811e-08	0.99012	*
OG0002581	0.0381341	7.40468e-06	1.33606e-05	0.554217	N/S
OG0002581	1.96187	5.95594e-06	1.33606e-05	0.445783	N/S
OG0002582	0.0381341	3.41479e-05	3.83304e-05	0.890883	N/S
OG0002582	1.96187	4.1825e-06	3.83304e-05	0.109117	N/S
OG0002583	0.0381341	1.59128e-11	4.58934e-09	0.00346733	N/S
OG0002583	1.96187	4.57343e-09	4.58934e-09	0.996533	*
OG0002584	0.0381341	4.04125e-05	5.20402e-05	0.776563	N/S
OG0002584	1.96187	1.16277e-05	5.20402e-05	0.223437	N/S
OG0002585	0.0381341	0.0022882	0.00234	0.977863	*
OG0002585	1.96187	5.1801e-05	0.00234	0.0221372	N/S
OG0002586	0.0381341	2.45492e-09	2.15889e-07	0.0113712	N/S
OG0002586	1.96187	2.13434e-07	2.15889e-07	0.988629	*
OG0002587	0.0381341	4.99694e-16	1.23827e-09	4.03543e-07	N/S
OG0002587	1.96187	1.23827e-09	1.23827e-09	1	*
OG0002588	0.0381341	3.41954e-05	3.87272e-05	0.882979	N/S
OG0002588	1.96187	4.53188e-06	3.87272e-05	0.117021	N/S
OG0002589	0.0381341	3.21241e-12	2.40105e-08	0.000133792	N/S
OG0002589	1.96187	2.40073e-08	2.40105e-08	0.999866	*
OG0002590	0.0381341	1.34834e-07	1.81033e-06	0.0744804	N/S
OG0002590	1.96187	1.6755e-06	1.81033e-06	0.92552	N/S
OG0002591	0.0381341	3.7195e-05	4.46118e-05	0.833749	N/S
OG0002591	1.96187	7.41676e-06	4.46118e-05	0.166251	N/S
OG0002592	0.0381341	4.54568e-06	7.95444e-06	0.571464	N/S
OG0002592	1.96187	3.40876e-06	7.95444e-06	0.428536	N/S
OG0002593	0.0381341	3.67279e-12	8.62668e-09	0.000425748	N/S
OG0002593	1.96187	8.623e-09	8.62668e-09	0.999574	*
OG0002594	0.0381341	3.98499e-11	2.85127e-08	0.00139762	N/S
OG0002594	1.96187	2.84728e-08	2.85127e-08	0.998602	*
